latent_idx,left_mean_activation,right_mean_activation,right_selectivity,left_active_windows,right_active_windows,matched_position_bins,matched_windows_per_direction,global_place_energy_enrichment,global_decoder_center_displacement,decoder_center_displacement,place_energy_enrichment,pair_min_unit_energy_fraction,pair_known_place_energy_fraction,place_energy_fraction,global_left_mean_activation,global_right_mean_activation,global_right_selectivity,global_left_active_windows,global_right_active_windows,global_matched_position_bins,global_matched_windows_per_direction,right_selection_score,right_passes,left_selection_score,left_passes,is_directional_hit
0,0.0,0.0,0.0,0,0,8,209,1.5768507,-0.02772450793061798,-0.0018118571733435895,1.5945891,0.16231991,0.50562465,0.061651472,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
1,0.23430546098633817,0.30049997318589516,0.12377307328951966,37,37,8,209,832.3762,3.4139014060130535e-08,0.0,0.0,0.0,0.0,0.9719754,2.576054601044383,3.4304583662361128,0.14224622003578666,527,619,8,939,-1.0,False,-1.0,False,False
2,0.0,0.0,0.0,0,0,8,209,1.2623979,0.040838664136306824,0.10017073425177334,2.095039,0.48988873,0.82978547,0.04997142,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
3,0.0,0.0,0.0,0,0,8,209,0.82454824,-0.10378611177101771,-0.09454777744017606,0.3935074,0.20723185,0.23861998,0.033215035,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
4,0.0,0.0,0.0,0,0,8,209,1.2942904,-0.12784273247152983,0.10170024412780149,0.85203165,0.16367698,0.3291501,0.05116929,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
5,0.0,0.0,0.0,0,0,8,209,0.1328033,0.0001369046672273777,-0.19999964169492634,3.6703277e-05,0.011884116,0.0001381866,0.0055030202,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
6,0.0,0.0,0.0,0,0,8,209,1.0592283,0.069503053317786,-0.11533258054828499,1.474809,0.23425753,0.69617134,0.042269,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
7,0.0,0.0,0.0,0,0,8,209,1.1003797,-0.023639983132102804,0.04850275269608795,0.48828685,0.43401825,0.22187199,0.043839175,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
8,0.0,0.0,0.0,0,0,8,209,0.96264184,0.4999992402827399,-0.2,1.9252106,0.054413397,0.99996203,0.0385633,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
9,0.0,0.0,0.0,0,0,8,209,1.6913844,-0.04632387947657024,0.30050438928591966,0.19058748,0.3991112,0.056340676,0.065834686,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
