latent_idx,peak_position,cell_0_score,cell_0_peak_distance,cell_0_outside_mean,cell_0_hit,cell_1_score,cell_1_peak_distance,cell_1_outside_mean,cell_1_hit,cell_2_score,cell_2_peak_distance,cell_2_outside_mean,cell_2_hit,cell_3_score,cell_3_peak_distance,cell_3_outside_mean,cell_3_hit,active_samples,strongest_coactive_unit,strongest_decoder_unit,cell_0_shape_hit,cell_0_support_hit,cell_0_biology_hit,cell_1_shape_hit,cell_1_support_hit,cell_1_biology_hit,cell_2_shape_hit,cell_2_support_hit,cell_2_biology_hit,cell_3_shape_hit,cell_3_support_hit,cell_3_biology_hit
0,0.3375,0.29320043277132035,0.1375,0.8246129257463359,False,0.2898264591635952,0.0625,0.8281835251574982,False,0.3877651073802947,0.36249999999999993,0.8390370388691447,False,0.2542442026941123,0.36249999999999993,0.8385932113527531,False,4436,9,9,False,True,False,False,True,False,False,True,False,False,True,False
1,0.36250000000000004,0.2615319620629474,0.16250000000000003,0.8573518844924053,False,0.2572144428545369,0.03749999999999998,0.8637123896995647,False,0.36535816421126444,0.3374999999999999,0.8680953990589573,False,0.23222055726363666,0.3374999999999999,0.8673314357365788,False,6361,87,22,False,True,False,False,True,False,False,True,False,False,True,False
2,0.0625,0.257001302495541,0.1375,0.8683268398447241,False,0.26153183730557794,0.3375,0.8594205815641248,False,0.3725934276617924,0.6375,0.8602350784780319,False,0.2342414533585635,0.6375,0.8644900435479189,False,7479,53,53,False,True,False,False,True,False,False,True,False,False,True,False
3,0.36250000000000004,0.2561500974619514,0.16250000000000003,0.8681387772073402,False,0.25986060913534426,0.03749999999999998,0.8632874079465569,False,0.3833106414073486,0.3374999999999999,0.8417106272965516,False,0.23868324582603728,0.3374999999999999,0.8517772010177442,False,6731,12,32,False,True,False,False,True,False,False,True,False,False,True,False
4,0.3875,0.3331164688997187,0.1875,0.7715616784085967,False,0.3403644573866996,0.012500000000000011,0.7757383995935438,False,0.42968995597300885,0.31249999999999994,0.7990588335791318,False,0.3040154278652919,0.31249999999999994,0.784322591657711,False,4566,26,26,False,True,False,False,True,False,False,True,False,False,True,False
5,0.4375,0.2524914888743659,0.2375,0.8709985423063309,False,0.2523215654896621,0.03749999999999998,0.8691351979291976,False,0.35883792708147333,0.26249999999999996,0.8767839595957826,False,0.21962095925051228,0.26249999999999996,0.8799418003926028,False,7365,37,84,False,True,False,False,True,False,False,True,False,False,True,False
6,0.36250000000000004,0.2497854611431961,0.16250000000000003,0.8734970747288788,False,0.2549710371016949,0.03749999999999998,0.870680863600675,False,0.36615553843622206,0.3374999999999999,0.8652480394505614,False,0.2240113566533325,0.3374999999999999,0.8729431952272168,False,7421,18,18,False,True,False,False,True,False,False,True,False,False,True,False
7,0.5125,0.28046762680965953,0.31249999999999994,0.8397220684338593,False,0.28058204249832586,0.11249999999999993,0.841842422557341,False,0.39659678699153833,0.1875,0.8377426728041256,False,0.259697379893706,0.1875,0.8311144098016723,False,5845,12,76,False,True,False,False,True,False,False,True,False,False,True,False
8,0.3375,0.30354554347812857,0.1375,0.8103086993961902,False,0.30339127057866166,0.0625,0.8088004025942389,False,0.4004846740730893,0.36249999999999993,0.8147938793310179,False,0.27143668337929105,0.36249999999999993,0.8236491812743112,False,7112,14,14,False,True,False,False,True,False,False,True,False,False,True,False
9,0.9875,0.25191375254193116,0.7875000000000001,0.8734941442358606,False,0.25250043266620825,0.5875,0.8742206882940314,False,0.37504578264030064,0.2875000000000001,0.8599771554270929,False,0.23049462960039202,0.2875000000000001,0.8606688908578867,False,10838,94,49,False,True,False,False,True,False,False,True,False,False,True,False
10,0.36250000000000004,0.2474624384760088,0.16250000000000003,0.8777808485785069,False,0.24724680558379408,0.03749999999999998,0.8765053538358731,False,0.3653734054216866,0.3374999999999999,0.8613582795650561,False,0.2235571674470329,0.3374999999999999,0.8720913423871149,False,6973,87,87,False,True,False,False,True,False,False,True,False,False,True,False
11,0.36250000000000004,0.3289864992672432,0.16250000000000003,0.7782323043590992,False,0.3438423458024138,0.03749999999999998,0.766946407547542,False,0.4155592439754596,0.3374999999999999,0.7994642049196494,False,0.2894382344194958,0.3374999999999999,0.8053231472460338,False,8870,94,94,False,True,False,False,True,False,False,True,False,False,True,False
12,0.5375000000000001,0.26971912714289925,0.3375000000000001,0.8522024301767422,False,0.2643305415361258,0.13750000000000007,0.8592654520411147,False,0.37915569102880686,0.16249999999999987,0.8486477722184912,False,0.24013932889541256,0.16249999999999987,0.8542665559296878,False,8013,49,49,False,True,False,False,True,False,False,True,False,False,True,False
13,0.8875,0.23407419905807247,0.6875,0.8888889193405679,False,0.23900181602589476,0.48749999999999993,0.8875415745287002,False,0.3524633210558613,0.1875,0.8820745437143778,False,0.21039310868724004,0.1875,0.889440720214006,False,7754,67,67,False,True,False,False,True,False,False,True,False,False,True,False
14,0.5125,0.2760189763779667,0.31249999999999994,0.8472644707775328,False,0.2757224606162496,0.11249999999999993,0.8412808355158633,False,0.38787828232394794,0.1875,0.8330671713623482,False,0.2495326598625377,0.1875,0.8438980489141303,False,6304,30,30,False,True,False,False,True,False,False,True,False,False,True,False
15,0.3375,0.24601420440451194,0.1375,0.8768886612836578,False,0.24655464052337128,0.0625,0.8760215364893075,False,0.3622001735630669,0.36249999999999993,0.8676663632621548,False,0.22348144048523544,0.36249999999999993,0.8743298722213816,False,7539,90,10,False,True,False,False,True,False,False,True,False,False,True,False
16,0.3875,0.6341258115692786,0.1875,0.18162142070854959,False,0.9150517021336959,0.012500000000000011,0.1097289880538854,True,0.4529715607805771,0.31249999999999994,0.3951662574806356,False,0.5222473365461595,0.31249999999999994,0.3228285565808728,False,5471,1,1,False,True,False,True,True,True,False,True,False,False,True,False
17,0.3375,0.27783651433954115,0.1375,0.8376257804868187,False,0.2660796317383477,0.0625,0.849887482921113,False,0.37386931255628064,0.36249999999999993,0.8549014310673576,False,0.2365162768167629,0.36249999999999993,0.8543376555229159,False,2754,16,16,False,True,False,False,True,False,False,True,False,False,True,False
18,0.5125,0.27346457235294097,0.31249999999999994,0.8462193264566599,False,0.27038740431345787,0.11249999999999993,0.8423875097263204,False,0.38671708774629465,0.1875,0.8356312930973782,False,0.24983627186714175,0.1875,0.8429649926070529,False,5414,31,31,False,True,False,False,True,False,False,True,False,False,True,False
19,0.6125,0.40049639951787064,0.41250000000000003,0.7005384436469583,False,0.4042455244012021,0.21250000000000002,0.6868487788604183,False,0.5521209723101657,0.08749999999999991,0.6070054118602664,False,0.416081688738546,0.08749999999999991,0.6357067456282236,False,1946,29,29,False,True,False,False,True,False,False,True,False,False,True,False
20,0.6875,0.25156657604149224,0.4875,0.8713263064381043,False,0.2491826384925938,0.2875,0.8684986226886329,False,0.36333755160858683,0.012499999999999956,0.8690036455322425,False,0.22258660918166473,0.012499999999999956,0.8710582193011078,False,4900,33,33,False,True,False,False,True,False,False,True,False,False,True,False
21,0.1875,0.2920686527275417,0.012500000000000011,0.8258190788339785,False,0.2851479385927834,0.21250000000000002,0.8338114738605122,False,0.38225032155010863,0.5125,0.8484832321377586,False,0.2520091966599679,0.5125,0.8386293756646201,False,4819,33,66,False,True,False,False,True,False,False,True,False,False,True,False
22,0.5875000000000001,0.3267826152413573,0.3875000000000001,0.790962588186102,False,0.3084793173463446,0.1875000000000001,0.8049835602601334,False,0.427519487708782,0.11249999999999982,0.7752555741701954,False,0.28913843949930407,0.11249999999999982,0.7915353913986981,False,3206,28,28,False,True,False,False,True,False,False,True,False,False,True,False
23,0.8875,0.34853662829088505,0.6875,0.7667485712838077,False,0.3324256963998926,0.48749999999999993,0.7805886016319009,False,0.45281453725518905,0.1875,0.7567189569289828,False,0.3223410269740139,0.1875,0.7579743960025664,False,3801,61,61,False,True,False,False,True,False,False,True,False,False,True,False
24,0.5125,0.3153634749373764,0.31249999999999994,0.7983201412250415,False,0.3104303879185809,0.11249999999999993,0.8008117821437163,False,0.4063250539888347,0.1875,0.82015028221016,False,0.28069496977028563,0.1875,0.8131512920815819,False,4737,18,18,False,True,False,False,True,False,False,True,False,False,True,False
25,0.5125,0.3160333783032725,0.31249999999999994,0.8034908992306169,False,0.31370376074457007,0.11249999999999993,0.7912790456851347,False,0.41976083978183254,0.1875,0.7831711554604682,False,0.29198158826091936,0.1875,0.7954586429029441,False,4042,62,25,False,True,False,False,True,False,False,True,False,False,True,False
26,0.6875,0.4325072253894302,0.4875,0.6529578627147449,False,0.4268442680856178,0.2875,0.6531499743575309,False,0.608207565690149,0.012499999999999956,0.5594025503921682,False,0.49230750482203034,0.012499999999999956,0.5609618233037735,False,2265,96,96,False,True,False,False,True,False,False,True,False,False,True,False
27,0.8875,0.37260599746430534,0.6875,0.740501324987134,False,0.3465048863223321,0.48749999999999993,0.7499072955576577,False,0.4414927530929371,0.1875,0.7841474626275329,False,0.32442202909255435,0.1875,0.7609909701109795,False,2931,95,95,False,True,False,False,True,False,False,True,False,False,True,False
28,0.7125000000000001,0.5182758115003046,0.5125000000000002,0.24161749965568838,False,0.517103837630605,0.3125000000000001,0.2410802266147173,False,0.7379677035320404,0.012500000000000178,0.029071863804633377,False,0.9691385101717626,0.012500000000000178,0.03844863666135586,True,2277,3,3,False,True,False,False,True,False,True,True,False,True,True,True
29,0.4625,0.33491991630386975,0.2625,0.7810154371001156,False,0.3338426871040524,0.0625,0.7622700299921243,False,0.43365724457044674,0.23749999999999993,0.7515383518655888,False,0.3050279208764365,0.23749999999999993,0.7830464334868236,False,2257,69,69,False,True,False,False,True,False,False,True,False,False,True,False
30,0.7875000000000001,0.3784730334811919,0.5875000000000001,0.7326159906935841,False,0.3767587121944499,0.38750000000000007,0.7203807405305284,False,0.4661307513543128,0.08750000000000013,0.7482955603354624,False,0.35069383987347724,0.08750000000000013,0.7290758919846496,False,3291,21,21,False,True,False,False,True,False,False,True,False,False,True,False
31,0.5125,0.3774857630441356,0.31249999999999994,0.7258294048612977,False,0.36830529327800765,0.11249999999999993,0.7335511037118998,False,0.4816377316239143,0.1875,0.693398389820573,False,0.36041945169645007,0.1875,0.7233811429177709,False,1918,62,62,False,True,False,False,True,False,False,True,False,False,True,False
32,0.5125,0.3434538622025822,0.31249999999999994,0.7667918083156193,False,0.3227502134708844,0.11249999999999993,0.7887315743757805,False,0.42398431624610355,0.1875,0.7753229839372355,False,0.3034983023503537,0.1875,0.7864488103888374,False,2979,57,57,False,True,False,False,True,False,False,True,False,False,True,False
33,0.9625000000000001,0.29834354789773765,0.7625000000000002,0.8182435608297974,False,0.29740566891356335,0.5625000000000001,0.8064664171560608,False,0.3921169416063566,0.2625000000000002,0.8323077870773122,False,0.2593098187605002,0.2625000000000002,0.8266802155104479,False,2133,4,4,False,True,False,False,True,False,False,True,False,False,True,False
34,0.6875,0.411591055349978,0.4875,0.6778973941325878,False,0.42187107609438945,0.2875,0.6700113625469796,False,0.5258867663289384,0.012499999999999956,0.6482762685788969,False,0.4197493946699241,0.012499999999999956,0.6494853188754244,False,1080,70,70,False,True,False,False,True,False,False,True,False,False,True,False
35,0.5125,0.3486785538794279,0.31249999999999994,0.7577945349071262,False,0.34430248344866343,0.11249999999999993,0.761797523567106,False,0.47292553844870977,0.1875,0.7237345852970045,False,0.34763513683455005,0.1875,0.7255796154470198,False,1913,40,40,False,True,False,False,True,False,False,True,False,False,True,False
36,0.5125,0.31659545745029527,0.31249999999999994,0.7883053133306025,False,0.31621560065476206,0.11249999999999993,0.7946302390418263,False,0.43001097206476935,0.1875,0.7765370176410514,False,0.30434922146302146,0.1875,0.7816812502209756,False,2253,5,5,False,True,False,False,True,False,False,True,False,False,True,False
37,0.41250000000000003,0.30773197120284745,0.21250000000000002,0.8113952481137577,False,0.3161220940721321,0.012500000000000011,0.7953695952318667,False,0.44288345574080723,0.2874999999999999,0.7544543044793377,False,0.30382770597953856,0.2874999999999999,0.7785205264669469,False,2923,65,65,False,True,False,False,True,False,False,True,False,False,True,False
38,0.9125000000000001,0.373360121448994,0.7125000000000001,0.73119517278123,False,0.35649966829674207,0.5125000000000001,0.7360163710528483,False,0.44291130890743236,0.21250000000000013,0.7557110035115921,False,0.3369072134125143,0.21250000000000013,0.7392336625776663,False,1713,17,17,False,True,False,False,True,False,False,True,False,False,True,False
39,0.5125,0.3873782421399221,0.31249999999999994,0.7118866077022677,False,0.36769706313509376,0.11249999999999993,0.7288735511791901,False,0.4573031483362793,0.1875,0.7290272292708293,False,0.34151121252871763,0.1875,0.7337705531442655,False,1659,45,45,False,True,False,False,True,False,False,True,False,False,True,False
40,0.7625,0.3844809192864517,0.5625,0.720707908008281,False,0.37871474994420984,0.36249999999999993,0.726851132402808,False,0.4693086521191663,0.0625,0.7330246385884347,False,0.3491190617881642,0.0625,0.7213849735434975,False,1810,35,35,False,True,False,False,True,False,False,True,False,False,True,False
41,0.36250000000000004,0.45661613828475933,0.16250000000000003,0.609073583741164,False,0.48533300110621513,0.03749999999999998,0.5987911206613716,False,0.5349616525718834,0.3374999999999999,0.6309274442423046,False,0.43548768195898746,0.3374999999999999,0.6237007248924568,False,1286,64,64,False,True,False,False,True,False,False,True,False,False,True,False
42,0.0125,0.35254573797694844,0.1875,0.7544713978030769,False,0.3409995340759422,0.3875,0.7552249987363417,False,0.4325569792572207,0.6875,0.8048733336748366,False,0.31730134521907927,0.6875,0.7673706489837351,False,2484,8,8,False,True,False,False,True,False,False,True,False,False,True,False
43,0.9875,0.32350682879183335,0.7875000000000001,0.7819981027298001,False,0.32509932981265954,0.5875,0.7891326822870741,False,0.4163494878644881,0.2875000000000001,0.8210185853002052,False,0.29772220244585024,0.2875000000000001,0.7906020796781612,False,2841,75,75,False,True,False,False,True,False,False,True,False,False,True,False
44,0.4375,0.3766970565980575,0.2375,0.7127387978575423,False,0.39907628209924106,0.03749999999999998,0.6903210153145425,False,0.44125091755803114,0.26249999999999996,0.7466020270355123,False,0.33558172620378446,0.26249999999999996,0.7330537912291998,False,1130,17,49,False,True,False,False,True,False,False,True,False,False,True,False
45,0.36250000000000004,0.3574492724269054,0.16250000000000003,0.7415663920261075,False,0.3720410712611072,0.03749999999999998,0.7272832042079702,False,0.42871852536652677,0.3374999999999999,0.775339894242359,False,0.31225813068096653,0.3374999999999999,0.7807450352275899,False,3825,90,90,False,True,False,False,True,False,False,True,False,False,True,False
46,0.9125000000000001,0.32761154696469097,0.7125000000000001,0.7913352683844904,False,0.33191582848240553,0.5125000000000001,0.7637260190047019,False,0.44943318242663566,0.21250000000000013,0.7120732992427485,False,0.3204267604619644,0.21250000000000013,0.7545017573905554,False,1377,25,25,False,True,False,False,True,False,False,True,False,False,True,False
47,0.4625,0.34960192399313617,0.2625,0.7508641516458316,False,0.3581243686615385,0.0625,0.7357306890467108,False,0.42095263372628156,0.23749999999999993,0.8078291058714672,False,0.30239454042070435,0.23749999999999993,0.7725952831211007,False,1878,60,60,False,True,False,False,True,False,False,True,False,False,True,False
48,0.8375000000000001,0.3602200726070609,0.6375000000000002,0.7433195007076385,False,0.35170487795262695,0.4375000000000001,0.7406153154541458,False,0.4388783276477922,0.13750000000000018,0.7389994667152294,False,0.3186282461857637,0.13750000000000018,0.7653162037379997,False,1226,50,50,False,True,False,False,True,False,False,True,False,False,True,False
49,0.8375000000000001,0.3080455192585657,0.6375000000000002,0.806328766877313,False,0.3112456217109205,0.4375000000000001,0.8080751334174129,False,0.41362744518126393,0.13750000000000018,0.814438070981795,False,0.28289935199176197,0.13750000000000018,0.805766392539921,False,4496,84,84,False,True,False,False,True,False,False,True,False,False,True,False
50,0.8875,0.39664259666423385,0.6875,0.6977191476574746,False,0.38341371207638164,0.48749999999999993,0.7186898978775883,False,0.46412881144806584,0.1875,0.7297776363608287,False,0.3573445427661114,0.1875,0.7276128415376217,False,1632,19,19,False,True,False,False,True,False,False,True,False,False,True,False
51,0.5125,0.41303342469251814,0.31249999999999994,0.6844639410138139,False,0.4116947524354101,0.11249999999999993,0.6689217512521164,False,0.5421150722884609,0.1875,0.5884299405622968,False,0.4132474664777188,0.1875,0.6492081002975973,False,1514,52,52,False,True,False,False,True,False,False,True,False,False,True,False
52,0.6375,0.27916208358426886,0.43749999999999994,0.8422971586355289,False,0.2708709114159351,0.23749999999999993,0.8454177097470185,False,0.38444739338160083,0.0625,0.8443261993900246,False,0.24808720584750676,0.0625,0.8420908811370212,False,2825,12,12,False,True,False,False,True,False,False,True,False,False,True,False
53,0.037500000000000006,0.2852877169213981,0.1625,0.8299859472916576,False,0.29063905679000546,0.36250000000000004,0.8317453934046843,False,0.40149726420394805,0.6625,0.8287693136217993,False,0.2639459009951456,0.6625,0.8260043157774096,False,2672,41,41,False,True,False,False,True,False,False,True,False,False,True,False
54,0.8625,0.29365434114027855,0.6625000000000001,0.8223173773265904,False,0.28614903158295946,0.4625,0.8225561036583013,False,0.40282557315696044,0.1625000000000001,0.8181008566881909,False,0.26879951239225874,0.1625000000000001,0.8195429701215676,False,1808,85,85,False,True,False,False,True,False,False,True,False,False,True,False
