latent_idx,left_mean_activation,right_mean_activation,right_selectivity,left_active_windows,right_active_windows,matched_position_bins,matched_windows_per_direction,global_place_energy_enrichment,global_decoder_center_displacement,decoder_center_displacement,place_energy_enrichment,pair_min_unit_energy_fraction,pair_known_place_energy_fraction,place_energy_fraction,global_left_mean_activation,global_right_mean_activation,global_right_selectivity,global_left_active_windows,global_right_active_windows,global_matched_position_bins,global_matched_windows_per_direction,right_selection_score,right_passes,left_selection_score,left_passes,is_directional_hit
0,0.0,0.0,0.0,0,0,8,209,1.4391211,-0.00670221131962645,0.08329153814405932,0.95270115,0.4767907,0.331001,0.05657119,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
1,0.0,0.0,0.0,0,0,8,209,1.6443006,-0.1267894286928421,-0.06333822959381435,2.1072664,0.13553068,0.6407789,0.064119555,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
2,0.0,0.0,0.0,0,0,8,209,1.197655,0.12477370388175257,0.014028844163474274,0.8402741,0.33822557,0.3507997,0.047530416,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
3,0.0,0.0,0.0,0,0,8,209,0.93984574,-0.08365187302733246,-0.004619974351398326,0.8919787,0.2775613,0.4745346,0.037684493,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
4,0.0,0.0,0.0,0,0,8,209,1.5386716,0.05303260235443519,0.02033375747621402,0.97588295,0.17812216,0.31711867,0.06024869,0.0,0.002929590636501297,0.9999999996586554,0,3,8,939,-1.0,False,-1.0,False,False
5,0.0,0.0,0.0,0,0,8,209,0.95548177,0.16426830081071714,-0.19400543730347278,0.6862565,0.2846461,0.35911542,0.038287446,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
6,0.0,0.0,0.0,0,0,8,209,0.6915575,0.00672383382330366,-0.0004829923295748273,0.47899404,0.3238473,0.34631544,0.028007854,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
7,0.0,0.0,0.0,0,0,8,209,1.3082685,-0.028345829477425255,0.001847980005804828,1.4279898,0.17314295,0.54575557,0.05169335,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
8,0.0,0.0,0.0,0,0,8,209,1.0286331,-0.05804926144337935,0.15377787328731277,1.4486233,0.20533384,0.70414966,0.041098244,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
9,0.0,0.0,0.0,0,0,8,209,0.5923395,0.01813504010166811,-0.13392661796046118,0.75981927,0.3824306,0.6413715,0.024086349,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
10,0.0,0.0,0.0,0,0,8,209,1.577569,0.012294596948261627,0.07289669492974873,1.5096228,0.30344313,0.47846496,0.06167783,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
11,0.0,0.0,0.0,0,0,8,209,1.4569563,0.0028208166207815966,0.005437532123066191,0.6067507,0.23916736,0.20822547,0.057232164,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
12,0.0,0.0,0.0,0,0,8,209,2.4830365,0.021197210283039003,0.029474572616150663,0.51940656,0.19327608,0.10459102,0.093759544,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
13,0.0,0.0,0.0,0,0,8,209,1.6307898,0.001194922091557249,0.1305975374378658,0.015109598,0.38883722,0.004632602,0.06362619,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
14,0.0,0.0,0.0,0,0,8,209,0.7126269,0.044520050985539794,0.024682244624698646,0.9460573,0.19909748,0.66378164,0.028836552,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
15,0.0,0.0,0.0,0,0,8,209,1.3351071,-0.007948770557745621,-0.007984111418221584,1.4680156,0.49628818,0.54977447,0.05269791,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
16,0.0,0.0,0.0,0,0,8,209,2.1119733,0.05377736667672883,0.007905229228660382,1.0326556,0.44472417,0.24447651,0.08088144,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
17,0.0,0.0,0.0,0,0,8,209,1.3116481,0.006693483902875386,0.012556407089078236,0.07030749,0.29014933,0.0268012,0.05181993,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
18,0.0,0.0,0.0,0,0,8,209,1.3298727,-0.011671030719767606,-0.0468315043567733,0.46447554,0.3623204,0.17463157,0.05250215,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
19,0.0,0.0,0.0,0,0,8,209,1.068412,0.014690318991419649,0.0063580333448549076,1.7777358,0.020907559,0.83195245,0.042619847,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
20,1.6199256734984913,5.710142569108442,0.5580052954806749,161,218,8,209,279.82678,0.13732784776960988,0.2,546.63745,0.22598685,0.9767427,0.9210083,2.293552475488478,2.908929710737623,0.11828531328339321,777,697,8,939,0.7037131468330587,True,0.0,False,True
21,0.0,0.0,0.0,0,0,8,209,1.1970896,-0.09149357436135697,-0.05583203884205418,0.62583405,0.4612894,0.26139823,0.047509074,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
22,0.0,0.0,0.0,0,0,8,209,1.3470337,0.03637396540964949,-0.03370119259790827,1.8754606,0.45124328,0.6961449,0.053143628,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
23,0.0,0.0,0.0,0,0,8,209,1.1644181,-0.1535033939267837,-0.037186449157300905,1.4567363,0.43400294,0.62552124,0.046272412,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
24,0.0,0.0,0.0,0,0,8,209,1.0489858,0.15447238169773608,-0.10342167798227389,1.0017453,0.471543,0.4774828,0.041877385,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
25,0.0,0.0,0.0,0,0,8,209,1.3793246,0.0950902008058852,-0.026937245891602707,0.89576685,0.46835083,0.32471216,0.054348346,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
26,0.0,0.0,0.0,0,0,8,209,0.95983,-0.05891119390744337,-0.07180155169035052,1.6252921,0.156489,0.8466562,0.03845499,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
27,0.0,0.0,0.0,0,0,8,209,1.2033837,-0.05781341833596282,-0.07669514120838222,1.1176693,0.27194506,0.46438617,0.047746893,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
28,0.0,0.0,0.0,0,0,8,209,1.1982114,0.10024911484595617,-0.037438666573860885,1.2975218,0.29476222,0.54144114,0.047551457,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
29,0.0,0.0,0.0,0,0,8,209,0.99947584,0.10829493737852408,0.07388100980569523,1.2809592,0.28231496,0.64081556,0.039979875,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
30,0.0,0.0,0.0,0,0,8,209,0.9066494,-0.022028219059053056,-0.09758779411933383,1.0843306,0.35037878,0.5979878,0.036401916,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
31,0.0,0.0,0.0,0,0,8,209,1.862326,-0.008727152679756656,0.12736100232644593,0.30491638,0.23423333,0.0818644,0.07200922,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
32,0.0,0.0,0.0,0,0,8,209,1.4999862,0.013193913760693676,-0.1518719964160507,0.3922623,0.43837,0.1307553,0.05882302,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
33,0.0,0.0,0.0,0,0,8,209,1.4975269,0.09805649997197452,-0.10557607020903251,1.0271335,0.4682771,0.34294325,0.058732215,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
34,0.0,0.0,0.0,0,0,8,209,1.3918977,-0.00022614130111034414,-0.0016619457679962202,2.7341554,0.16942884,0.9821683,0.05481661,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
35,0.0,0.0,0.0,0,0,8,209,1.6672351,0.08536746040706589,-0.1582991358846046,0.589551,0.10862277,0.17680497,0.06495575,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
