latent_idx,peak_position,cell_0_score,cell_0_peak_distance,cell_0_outside_mean,cell_0_hit,cell_1_score,cell_1_peak_distance,cell_1_outside_mean,cell_1_hit,cell_2_score,cell_2_peak_distance,cell_2_outside_mean,cell_2_hit,cell_3_score,cell_3_peak_distance,cell_3_outside_mean,cell_3_hit,active_samples,strongest_coactive_unit,strongest_decoder_unit,cell_0_shape_hit,cell_0_support_hit,cell_0_biology_hit,cell_1_shape_hit,cell_1_support_hit,cell_1_biology_hit,cell_2_shape_hit,cell_2_support_hit,cell_2_biology_hit,cell_3_shape_hit,cell_3_support_hit,cell_3_biology_hit
0,0.36250000000000004,0.2130864588585626,0.16250000000000003,0.9171463506613727,False,0.2067600677999305,0.03749999999999998,0.9184735492584988,False,0.324834011055824,0.3374999999999999,0.9188871874634158,False,0.18212634933360528,0.3374999999999999,0.9211483130034228,False,15601,90,90,False,True,False,False,True,False,False,True,False,False,True,False
1,0.36250000000000004,0.2162925780365904,0.16250000000000003,0.9085865193855168,False,0.21643602848517607,0.03749999999999998,0.9112879154752801,False,0.3296801018758001,0.3374999999999999,0.9163767261659004,False,0.18810258730780705,0.3374999999999999,0.9151758096895531,False,14611,67,67,False,True,False,False,True,False,False,True,False,False,True,False
2,0.5125,0.25008366933642423,0.31249999999999994,0.876624290325681,False,0.2425205487465052,0.11249999999999993,0.882453687243627,False,0.36299593707236055,0.1875,0.8722228086754542,False,0.22326376247303903,0.1875,0.87054032182896,False,12868,97,97,False,True,False,False,True,False,False,True,False,False,True,False
3,0.9625000000000001,0.2130321548264078,0.7625000000000002,0.919584907484067,False,0.20628352348016443,0.5625000000000001,0.9260853543705306,False,0.329218644921647,0.2625000000000002,0.9195315746545076,False,0.1860774345555124,0.2625000000000002,0.9150401522801509,False,14373,42,23,False,True,False,False,True,False,False,True,False,False,True,False
4,0.5375000000000001,0.2293269542256441,0.3375000000000001,0.9032132257270068,False,0.21922838922001897,0.13750000000000007,0.906006491611935,False,0.34408212845556085,0.16249999999999987,0.8897409511316999,False,0.19973388408550918,0.16249999999999987,0.902438952267063,False,18350,56,56,False,True,False,False,True,False,False,True,False,False,True,False
5,0.3125,0.2176581012110701,0.11249999999999999,0.9132210170244456,False,0.2146289869568666,0.08750000000000002,0.9176472203073507,False,0.33756061538907367,0.38749999999999996,0.904171276483919,False,0.19399048195082103,0.38749999999999996,0.9051039023919067,False,14152,56,56,False,True,False,False,True,False,False,True,False,False,True,False
6,0.8375000000000001,0.2656972442190829,0.6375000000000002,0.8558937616264161,False,0.2606259071534186,0.4375000000000001,0.8577454404244372,False,0.3631100707042829,0.13750000000000018,0.8669164936749407,False,0.22749216048009768,0.13750000000000018,0.8737227020583276,False,12386,90,22,False,True,False,False,True,False,False,True,False,False,True,False
7,0.7125000000000001,0.24394100642930217,0.5125000000000002,0.8834788714469223,False,0.2370381375844317,0.3125000000000001,0.8886108214887531,False,0.3654367590941481,0.012500000000000178,0.8721086297980987,False,0.22638644199475177,0.012500000000000178,0.8686341942031289,False,16932,75,40,False,True,False,False,True,False,False,True,False,False,True,False
8,0.6875,0.24304034137805952,0.4875,0.8836797181021899,False,0.2343492656966495,0.2875,0.8910684351946351,False,0.3548480404009936,0.012499999999999956,0.8860069867169523,False,0.21509951072384237,0.012499999999999956,0.8814613096618193,False,16372,42,97,False,True,False,False,True,False,False,True,False,False,True,False
9,0.6875,0.2255467426338854,0.4875,0.905409004225139,False,0.2191840934210304,0.2875,0.9079639702797858,False,0.34030149211668914,0.012499999999999956,0.9045384393542331,False,0.19993327104371805,0.012499999999999956,0.9019038525757848,False,13453,75,75,False,True,False,False,True,False,False,True,False,False,True,False
10,0.6875,0.21688783348528262,0.4875,0.9128497448921452,False,0.20428132537516686,0.2875,0.9242360849052821,False,0.3249454815230872,0.012499999999999956,0.9237516837910869,False,0.18238894202741063,0.012499999999999956,0.9167713248125137,False,14676,42,18,False,True,False,False,True,False,False,True,False,False,True,False
11,0.8875,0.24582502127443173,0.6875,0.8838801835530191,False,0.24044299200795116,0.48749999999999993,0.8790873595898401,False,0.3575700029790073,0.1875,0.8727442833445465,False,0.2153974536109925,0.1875,0.8828022140477719,False,15552,69,69,False,True,False,False,True,False,False,True,False,False,True,False
12,0.9125000000000001,0.24021342792103317,0.7125000000000001,0.8901023272940428,False,0.24086302018700712,0.5125000000000001,0.8846473685720816,False,0.3613413038925988,0.21250000000000013,0.8614321984453172,False,0.21821588154685168,0.21250000000000013,0.880752287991942,False,14052,97,88,False,True,False,False,True,False,False,True,False,False,True,False
13,0.0625,0.24289244851717695,0.1375,0.8908521522926832,False,0.23783266777055445,0.3375,0.8880253796273647,False,0.3621637204944632,0.6375,0.8725798249844606,False,0.22027980194973384,0.6375,0.8799965035652233,False,14747,53,53,False,True,False,False,True,False,False,True,False,False,True,False
14,0.5125,0.2893777520680181,0.31249999999999994,0.8294670950936096,False,0.2826779902522524,0.11249999999999993,0.837906183189811,False,0.38405420169241866,0.1875,0.8453346690747876,False,0.2519218798569811,0.1875,0.8398619070763862,False,12241,46,72,False,True,False,False,True,False,False,True,False,False,True,False
15,0.9125000000000001,0.24229966241104617,0.7125000000000001,0.8861460310635024,False,0.23823999158607578,0.5125000000000001,0.8893057966424561,False,0.3587646578987038,0.21250000000000013,0.87661707377644,False,0.21971368293140792,0.21250000000000013,0.88086784549942,False,18689,51,51,False,True,False,False,True,False,False,True,False,False,True,False
