latent_idx,peak_position,cell_0_score,cell_0_peak_distance,cell_0_outside_mean,cell_0_hit,cell_1_score,cell_1_peak_distance,cell_1_outside_mean,cell_1_hit,cell_2_score,cell_2_peak_distance,cell_2_outside_mean,cell_2_hit,cell_3_score,cell_3_peak_distance,cell_3_outside_mean,cell_3_hit,active_samples,strongest_coactive_unit,strongest_decoder_unit,cell_0_shape_hit,cell_0_support_hit,cell_0_biology_hit,cell_1_shape_hit,cell_1_support_hit,cell_1_biology_hit,cell_2_shape_hit,cell_2_support_hit,cell_2_biology_hit,cell_3_shape_hit,cell_3_support_hit,cell_3_biology_hit
0,0.36250000000000004,0.23905726375826963,0.16250000000000003,0.8876532991324416,False,0.23242543083236056,0.03749999999999998,0.8901945025897541,False,0.3470071672876073,0.3374999999999999,0.8939988846034959,False,0.20756350873358098,0.3374999999999999,0.8936549540087079,False,11282,90,90,False,True,False,False,True,False,False,True,False,False,True,False
1,0.9125000000000001,0.2315551318379696,0.7125000000000001,0.8914271301498458,False,0.23232056144798952,0.5125000000000001,0.8935021421887336,False,0.3438680743818855,0.21250000000000013,0.8990353630056462,False,0.20381397288118974,0.21250000000000013,0.898203319441176,False,10071,67,67,False,True,False,False,True,False,False,True,False,False,True,False
2,0.5125,0.26280505407332333,0.31249999999999994,0.8623885578474085,False,0.2541537078640127,0.11249999999999993,0.8695609669412009,False,0.37525268329552375,0.1875,0.857099868904614,False,0.23686708790520095,0.1875,0.8551223957674527,False,9754,97,97,False,True,False,False,True,False,False,True,False,False,True,False
3,0.9625000000000001,0.22998463996788499,0.7625000000000002,0.9006341669439656,False,0.22365691640232654,0.5625000000000001,0.906117025870849,False,0.34311561228583665,0.2625000000000002,0.9038097527669904,False,0.20239830086688226,0.2625000000000002,0.898085636396795,False,10192,23,23,False,True,False,False,True,False,False,True,False,False,True,False
4,0.5375000000000001,0.23116186218365797,0.3375000000000001,0.9012802413946023,False,0.22022482350252226,0.13750000000000007,0.9045806063736709,False,0.3456576527584986,0.16249999999999987,0.8879394539643287,False,0.2013899128627794,0.16249999999999987,0.9003901259712814,False,14479,56,56,False,True,False,False,True,False,False,True,False,False,True,False
5,0.3125,0.21832109280380185,0.11249999999999999,0.9128329689641943,False,0.21509443311861276,0.08750000000000002,0.917584744933569,False,0.3412418775231859,0.38749999999999996,0.8964178145009168,False,0.19675444237064188,0.38749999999999996,0.901529100773055,False,9373,56,56,False,True,False,False,True,False,False,True,False,False,True,False
6,0.8375000000000001,0.27062357312716234,0.6375000000000002,0.8494922293564748,False,0.26542005870319374,0.4375000000000001,0.8516208140432837,False,0.36388787249153876,0.13750000000000018,0.8659719742578508,False,0.22987370990240097,0.13750000000000018,0.8712695909604043,False,8564,90,22,False,True,False,False,True,False,False,True,False,False,True,False
7,0.9875,0.24773246390194803,0.7875000000000001,0.878960229308071,False,0.24064320402539363,0.5875,0.8848674839080951,False,0.36913974412655615,0.2875000000000001,0.8671248259182908,False,0.23096302071829067,0.2875000000000001,0.8631005994022808,False,11503,80,40,False,True,False,False,True,False,False,True,False,False,True,False
8,0.6875,0.24801411321701583,0.4875,0.8781408923692077,False,0.23918965986345908,0.2875,0.8855395523959523,False,0.359190008344903,0.012499999999999956,0.8794190461710977,False,0.22005628356608886,0.012499999999999956,0.8763304773986521,False,13048,97,97,False,True,False,False,True,False,False,True,False,False,True,False
9,0.6875,0.22660432059034286,0.4875,0.9043772138986892,False,0.21982036461163168,0.2875,0.9070921969173567,False,0.34098738110198745,0.012499999999999956,0.9036615121548236,False,0.2008957710834669,0.012499999999999956,0.9009383121369177,False,11667,75,75,False,True,False,False,True,False,False,True,False,False,True,False
10,0.8125,0.21464041515679422,0.6125,0.9156743550223062,False,0.20157870207361162,0.4125,0.9271095472207295,False,0.3230186230698989,0.11250000000000004,0.9257048872244371,False,0.18003882087156364,0.11250000000000004,0.9191654895115213,False,12477,18,18,False,True,False,False,True,False,False,True,False,False,True,False
11,0.8875,0.27873705033606844,0.6875,0.8478598588338031,False,0.2720098554489401,0.48749999999999993,0.8414731379904038,False,0.3874446595796267,0.1875,0.8310181084329764,False,0.24864274551880428,0.1875,0.8453808887777478,False,6466,69,69,False,True,False,False,True,False,False,True,False,False,True,False
12,0.9125000000000001,0.2482544142717682,0.7125000000000001,0.8810538951242597,False,0.24870352882779367,0.5125000000000001,0.8752069662785784,False,0.3699107850480374,0.21250000000000013,0.8485221014219655,False,0.22714622322580846,0.21250000000000013,0.8712295584164292,False,10639,46,88,False,True,False,False,True,False,False,True,False,False,True,False
13,0.0625,0.29651950564230933,0.1375,0.8304898534821811,False,0.289770505881516,0.3375,0.8276133218511178,False,0.4094960019301658,0.6375,0.8100002581116575,False,0.274875134669307,0.6375,0.8198891550408949,False,5547,53,53,False,True,False,False,True,False,False,True,False,False,True,False
14,0.5125,0.3386780383097452,0.31249999999999994,0.7695917638453131,False,0.3317649948394491,0.11249999999999993,0.7804471969972895,False,0.42326239274054533,0.1875,0.7923898029519185,False,0.30145833777311315,0.1875,0.7801363142935641,False,5395,72,72,False,True,False,False,True,False,False,True,False,False,True,False
15,0.9125000000000001,0.2564976530307157,0.7125000000000001,0.8706794329103441,False,0.25384132761346956,0.5125000000000001,0.8725429946720228,False,0.3746396365565451,0.21250000000000013,0.8564053519914983,False,0.23695288167897077,0.21250000000000013,0.8614467727285564,False,10083,51,51,False,True,False,False,True,False,False,True,False,False,True,False
16,0.5375000000000001,0.376725267197516,0.3375000000000001,0.7234178669166124,False,0.374498336710159,0.13750000000000007,0.7267523884601527,False,0.48005833215513305,0.16249999999999987,0.6819905102056337,False,0.35710903920262893,0.16249999999999987,0.7218606235959318,False,1856,65,57,False,True,False,False,True,False,False,True,False,False,True,False
