latent_idx,peak_position,cell_0_score,cell_0_peak_distance,cell_0_outside_mean,cell_0_hit,cell_1_score,cell_1_peak_distance,cell_1_outside_mean,cell_1_hit,cell_2_score,cell_2_peak_distance,cell_2_outside_mean,cell_2_hit,cell_3_score,cell_3_peak_distance,cell_3_outside_mean,cell_3_hit,active_samples,strongest_coactive_unit,strongest_decoder_unit,cell_0_shape_hit,cell_0_support_hit,cell_0_biology_hit,cell_1_shape_hit,cell_1_support_hit,cell_1_biology_hit,cell_2_shape_hit,cell_2_support_hit,cell_2_biology_hit,cell_3_shape_hit,cell_3_support_hit,cell_3_biology_hit
0,0.36250000000000004,0.28532126350306364,0.16250000000000003,0.8366863635198296,False,0.2770815036070532,0.03749999999999998,0.838490122191127,False,0.38671107088535406,0.3374999999999999,0.8407059330564289,False,0.25270733822175706,0.3374999999999999,0.8429084336109637,False,6474,80,90,False,True,False,False,True,False,False,True,False,False,True,False
1,0.9125000000000001,0.2461841587685184,0.7125000000000001,0.8754410769007773,False,0.24882971995575942,0.5125000000000001,0.8762429062662143,False,0.35946205796276887,0.21250000000000013,0.8782273562740593,False,0.22171478753087925,0.21250000000000013,0.8806508851180971,False,7763,67,67,False,True,False,False,True,False,False,True,False,False,True,False
2,0.5125,0.2617566808842289,0.31249999999999994,0.8630545071909187,False,0.252225923086854,0.11249999999999993,0.8719654385202306,False,0.37268785636177904,0.1875,0.8604163299348633,False,0.2345736171961692,0.1875,0.8563735431526128,False,8127,97,97,False,True,False,False,True,False,False,True,False,False,True,False
3,0.6375,0.2696899909210936,0.43749999999999994,0.8524826128835157,False,0.2611197155564179,0.23749999999999993,0.8651473340317609,False,0.3788952986744085,0.0625,0.8644135949039586,False,0.24404585689393354,0.0625,0.8506109558515197,False,5553,23,23,False,True,False,False,True,False,False,True,False,False,True,False
4,0.8375000000000001,0.2574153046611253,0.6375000000000002,0.8726376916118278,False,0.24556288036503704,0.4375000000000001,0.8741560817103785,False,0.3694839244839996,0.13750000000000018,0.8531981070521533,False,0.22734913009107804,0.13750000000000018,0.872894088008822,False,8991,56,56,False,True,False,False,True,False,False,True,False,False,True,False
5,0.6875,0.2454450089185105,0.4875,0.8818199875029736,False,0.2429444416640748,0.2875,0.8867374032114431,False,0.36694403231212025,0.012499999999999956,0.8680426579862406,False,0.22588012140287483,0.012499999999999956,0.8694785777724482,False,7617,56,56,False,True,False,False,True,False,False,True,False,False,True,False
6,0.8375000000000001,0.27986610011399593,0.6375000000000002,0.8394849981426643,False,0.2744231420572567,0.4375000000000001,0.8413061630184143,False,0.37079300741327736,0.13750000000000018,0.856398100195845,False,0.23854437442685117,0.13750000000000018,0.8619559507480214,False,7439,90,22,False,True,False,False,True,False,False,True,False,False,True,False
7,0.8125,0.2553575734634821,0.6125,0.8717547415983798,False,0.25052989897774336,0.4125,0.8733120044207158,False,0.3813394891217864,0.11250000000000004,0.8473231104983169,False,0.24308695853957984,0.11250000000000004,0.8490173263703322,False,7098,40,40,False,True,False,False,True,False,False,True,False,False,True,False
8,0.6875,0.24117499059586978,0.4875,0.8865997632944042,False,0.2338133149736794,0.2875,0.8913367828976375,False,0.3552340223232828,0.012499999999999956,0.8818249041569681,False,0.21461142150232704,0.012499999999999956,0.8813660953826443,False,10185,97,97,False,True,False,False,True,False,False,True,False,False,True,False
9,0.037500000000000006,0.241117901974101,0.1625,0.8886055161587167,False,0.23235431406845952,0.36250000000000004,0.8937418524918657,False,0.35434708262274506,0.6625,0.8868149648821544,False,0.2147426488940969,0.6625,0.8844653180442614,False,8654,39,75,False,True,False,False,True,False,False,True,False,False,True,False
10,0.037500000000000006,0.25119131103775016,0.1625,0.8749430537042012,False,0.23700134090392833,0.36250000000000004,0.8862977389506647,False,0.35033905356389294,0.6625,0.8906321304233171,False,0.21329237212250562,0.6625,0.8847517226795528,False,7691,18,18,False,True,False,False,True,False,False,True,False,False,True,False
11,0.2375,0.29281242102054217,0.03749999999999998,0.8321396577270566,False,0.2854010449123271,0.16250000000000003,0.8244986548957957,False,0.39884219082559724,0.46249999999999997,0.8140035662324517,False,0.26083203587688175,0.46249999999999997,0.8320393561744533,False,5293,69,69,False,True,False,False,True,False,False,True,False,False,True,False
12,0.9125000000000001,0.2483586146157567,0.7125000000000001,0.8801944829972382,False,0.24938082809908402,0.5125000000000001,0.8738356186827663,False,0.3712782720181632,0.21250000000000013,0.8452013504905191,False,0.228616969389555,0.21250000000000013,0.8698717785977047,False,8686,88,88,False,True,False,False,True,False,False,True,False,False,True,False
13,0.0625,0.29538062877900517,0.1375,0.8298752859911233,False,0.28793098624526514,0.3375,0.8267926021212989,False,0.4086862834940139,0.6375,0.8074270055595512,False,0.272102104475901,0.6375,0.8213455010380689,False,3848,53,53,False,True,False,False,True,False,False,True,False,False,True,False
14,0.36250000000000004,0.39557687575073075,0.16250000000000003,0.6960560236790965,False,0.3916278025286757,0.03749999999999998,0.70897309614911,False,0.4535646047228602,0.3374999999999999,0.7399131893471257,False,0.3498436754153472,0.3374999999999999,0.7234635310052474,False,2367,72,72,False,True,False,False,True,False,False,True,False,False,True,False
15,0.9125000000000001,0.2765734895012676,0.7125000000000001,0.8483639555469535,False,0.2740216467771499,0.5125000000000001,0.8494060659921427,False,0.3942156393509917,0.21250000000000013,0.8298234411801163,False,0.258544504987988,0.21250000000000013,0.8380567263064898,False,7820,51,51,False,True,False,False,True,False,False,True,False,False,True,False
16,0.5375000000000001,0.3724891545573704,0.3375000000000001,0.7272846683627875,False,0.3705224513035944,0.13750000000000007,0.7312147026301155,False,0.47591920377828456,0.16249999999999987,0.6875297191414886,False,0.3529955550212014,0.16249999999999987,0.7268096800457666,False,1737,65,57,False,True,False,False,True,False,False,True,False,False,True,False
17,0.41250000000000003,0.29070790519992395,0.21250000000000002,0.828974926499933,False,0.2912614968974532,0.012500000000000011,0.8204562790231134,False,0.40719977887443426,0.2874999999999999,0.8190358058071255,False,0.2744644315410898,0.2874999999999999,0.813575791768921,False,3593,74,74,False,True,False,False,True,False,False,True,False,False,True,False
18,0.9875,0.3199187058012787,0.7875000000000001,0.795439466724431,False,0.30743528022544975,0.5875,0.8056726277383705,False,0.41637827096870694,0.2875000000000001,0.8085159383052569,False,0.28693244100987503,0.2875000000000001,0.8052659760209144,False,3410,86,86,False,True,False,False,True,False,False,True,False,False,True,False
19,0.9875,0.4409835796050068,0.7875000000000001,0.6488365086182684,False,0.44479562676680195,0.5875,0.6438636565766936,False,0.5043407554990118,0.2875000000000001,0.6775338674045437,False,0.402369147400673,0.2875000000000001,0.6693996288884366,False,2276,37,37,False,True,False,False,True,False,False,True,False,False,True,False
20,0.3375,0.35748982938331086,0.1375,0.7479934933006759,False,0.3573282121675472,0.0625,0.7464975937200969,False,0.4525952432165411,0.36249999999999993,0.7416328001705578,False,0.32659116893426,0.36249999999999993,0.7512028911512776,False,2640,14,14,False,True,False,False,True,False,False,True,False,False,True,False
21,0.8125,0.2912015889563623,0.6125,0.8327458365944868,False,0.28367893086179363,0.4125,0.8316989709003177,False,0.40447580867009925,0.11250000000000004,0.8144587681446973,False,0.2634036108072778,0.11250000000000004,0.8233488438748107,False,3891,65,65,False,True,False,False,True,False,False,True,False,False,True,False
22,0.9125000000000001,0.35908235840491076,0.7125000000000001,0.7542024812379955,False,0.35176488323642785,0.5125000000000001,0.7472580824715686,False,0.4591551835817941,0.21250000000000013,0.7335986421394323,False,0.33935446097211297,0.21250000000000013,0.738182393054852,False,1858,25,25,False,True,False,False,True,False,False,True,False,False,True,False
23,0.36250000000000004,0.3657184261385482,0.16250000000000003,0.7345803973030453,False,0.3705587675415688,0.03749999999999998,0.7339370213676696,False,0.47807122681634207,0.3374999999999999,0.7389505091058582,False,0.35808346303820193,0.3374999999999999,0.7246891869671367,False,2358,64,64,False,True,False,False,True,False,False,True,False,False,True,False
24,0.08750000000000001,0.29740597674364844,0.1125,0.8201730067106527,False,0.2841158652324648,0.3125,0.8301952667482102,False,0.397150577195271,0.6124999999999999,0.8399499786352653,False,0.26869841823120444,0.6124999999999999,0.8229475805630846,False,3586,83,83,False,True,False,False,True,False,False,True,False,False,True,False
25,0.6875,0.3719180826461984,0.4875,0.737604577318891,False,0.3648957294742936,0.2875,0.7428762329903364,False,0.47760638605810546,0.012499999999999956,0.7332467145153895,False,0.3601683838016976,0.012499999999999956,0.7208990845421168,False,3868,42,42,False,True,False,False,True,False,False,True,False,False,True,False
26,0.9875,0.43719899573135135,0.7875000000000001,0.6510971953778789,False,0.43515878070995884,0.5875,0.6534116368369484,False,0.505562206863924,0.2875000000000001,0.6710117296262068,False,0.40170348681484735,0.2875000000000001,0.6639394868307099,False,1878,38,38,False,True,False,False,True,False,False,True,False,False,True,False
27,0.9875,0.27326318126180893,0.7875000000000001,0.8476033228677581,False,0.26639915238457856,0.5875,0.8564349910255593,False,0.3682206365683942,0.2875000000000001,0.8769389414952022,False,0.23679142992805513,0.2875000000000001,0.8590518677497638,False,7527,75,75,False,True,False,False,True,False,False,True,False,False,True,False
28,0.4375,0.27938159304013654,0.2375,0.8473799965054702,False,0.2785324932189336,0.03749999999999998,0.8400250000808267,False,0.3946727733783647,0.26249999999999996,0.8128969661577448,False,0.2526080736616001,0.26249999999999996,0.8373142773009109,False,5563,79,66,False,True,False,False,True,False,False,True,False,False,True,False
29,0.8125,0.2997440788719432,0.6125,0.8264746332507403,False,0.2967652382227377,0.4125,0.8201757801370287,False,0.4253717528174037,0.11250000000000004,0.7631721316885907,False,0.28074023053880615,0.11250000000000004,0.8034184302212561,False,4123,46,46,False,True,False,False,True,False,False,True,False,False,True,False
