latent_idx,left_mean_activation,right_mean_activation,right_selectivity,left_active_windows,right_active_windows,matched_position_bins,matched_windows_per_direction,global_place_energy_enrichment,global_decoder_center_displacement,decoder_center_displacement,place_energy_enrichment,pair_min_unit_energy_fraction,pair_known_place_energy_fraction,place_energy_fraction,global_left_mean_activation,global_right_mean_activation,global_right_selectivity,global_left_active_windows,global_right_active_windows,global_matched_position_bins,global_matched_windows_per_direction,right_selection_score,right_passes,left_selection_score,left_passes,is_directional_hit
0,2.2066483550379723,1.4449920838244223,-0.2085792081573678,179,145,8,209,412.77005,-0.008344425166222358,-0.056880608783451414,322.40527,0.04027913,0.39053857,0.94505274,1.4042643552072767,1.2724632435776808,-0.049239643096060604,585,518,8,939,-1.0,False,-1.0,False,False
1,0.0,0.0,0.0,0,0,8,209,3.735219,-0.08043996001959297,-0.09285694815498169,3.9135516,0.25771713,0.52387184,0.13467424,0.0,0.002558398539551531,0.9999999996091304,0,1,8,939,-1.0,False,-1.0,False,False
2,0.0,0.0,0.0,0,0,8,209,1.7871431,-0.004104376847070101,0.17482720344879132,0.17158677,0.4877768,0.04800588,0.06930366,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
3,0.0,0.0,0.0,0,0,8,209,0.49081203,0.04707049784512751,0.05903161154223496,0.86518663,0.20348977,0.8813828,0.020040667,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
4,0.0,0.0,0.0,0,0,8,209,1.6009679,-0.1526229370996568,0.1999741997454592,0.54852927,8.4768115e-05,0.17131178,0.06253545,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
5,0.04617288008189658,0.04213340317554166,-0.04574393528185237,5,5,8,209,2.3179128,-0.05057813738434053,-0.030813998406487242,2.8693936,0.32965,0.6189606,0.08807355,0.04148508079104023,0.035655787416968864,-0.07556686240913445,23,17,8,939,-1.0,False,-1.0,False,False
6,0.0,0.0,0.0,0,0,8,209,0.9887871,0.03521585549109252,0.08280968062764849,0.39177945,0.36652762,0.19811112,0.039569244,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
7,0.0,0.0,0.0,0,0,8,209,1.5073931,-0.009693126071793734,2.7755575615628914e-17,0.057038855,0.19751061,0.0189197,0.0590963,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
8,0.0,0.0,0.0,0,0,8,209,1.890182,0.052987673892532505,0.036430977661263075,3.545882,0.14985806,0.93797374,0.073007666,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
9,4.627392519033696,2.8817543561378733,-0.23246824065559457,227,211,8,209,1443.0519,-0.02874505734710414,-0.02874505734710414,2886.1038,0.06527229,1.0,0.98364097,2.1121729744382054,2.9035793623159996,0.15778418365643856,637,713,8,939,-1.0,False,-1.0,False,False
10,0.0,0.0,0.0,0,0,8,209,0.57940334,-0.16318101085102832,0.0,1.0990202,0.4208295,0.9484068,0.023572715,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
11,0.0,0.0,0.0,0,0,8,209,1.4257429,0.13761456581905596,-0.09843226746925077,1.2031411,0.41103056,0.42193475,0.056074783,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
12,0.0,0.0,0.0,0,0,8,209,1.0433879,0.07378273255640888,0.12166142343209824,0.55353916,0.27112618,0.2652605,0.04166321,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
13,0.0,0.0,0.0,0,0,8,209,1.4388894,0.027571516421843856,-0.03681500292263029,1.2458452,0.4377186,0.43291894,0.056562576,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
14,0.0,0.0,0.0,0,0,8,209,1.2382569,0.08604092953507941,0.046715067593128684,2.0224173,0.41241878,0.81663877,0.049062703,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
15,0.0,0.0,0.0,0,0,8,209,1.2339618,-0.018464488865741258,0.08856573311387661,0.60253614,0.36405635,0.24414699,0.048900828,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
16,0.0,0.0,0.0,0,0,8,209,0.75774354,0.034289545256360576,0.034694204569019116,1.5148079,0.097744815,0.99955195,0.030606324,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
17,0.0,0.0,0.0,0,0,8,209,0.6297288,0.14066048479741525,0.13881869653645418,1.2445766,0.46195707,0.9881845,0.025567839,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
18,0.0,0.0,0.0,0,0,8,209,0.85575116,-0.19598641966820624,-0.2,1.3459637,0.37773025,0.7864224,0.034428705,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
19,0.0,0.0,0.0,0,0,8,209,1.3184549,-0.19155760027331153,-0.10606117908761306,1.5108124,0.3641318,0.572948,0.05207484,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
20,0.0,0.0,0.0,0,0,8,209,1.84613,-0.16857018115715472,-0.1993575395830703,1.0728921,0.029405823,0.29057863,0.0714277,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
21,0.0,0.0,0.0,0,0,8,209,1.2104032,-0.15096783738270347,0.05204997648611631,0.73951936,0.30592635,0.30548474,0.048012044,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
22,0.0,0.0,0.0,0,0,8,209,1.2641532,-0.013168193092111147,-0.15548979463178714,1.188767,0.36839402,0.4701831,0.05003741,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
23,0.0,0.0,0.0,0,0,8,209,1.1019497,-0.11212035649052154,-0.1011225943882757,2.1722472,0.21480003,0.9856381,0.043898974,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
24,0.0,0.0,0.0,0,0,8,209,1.3471384,-0.00024022951910707135,0.3999999601321182,0.0013636794,0.0,0.0005061393,0.053147558,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
25,0.0,0.0,0.0,0,0,8,209,1.526521,0.0016916555849045833,0.025277805429207323,0.0047401567,0.28507125,0.0015526015,0.059801374,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
26,1.0018843298323417,2.796130648640354,0.4724168622233986,135,203,8,209,82.677864,0.10236851687770315,0.10236851687770315,165.35573,0.111749485,1.0,0.7750232,1.176951842884413,1.3502457650642172,0.06857157573855148,628,490,8,939,0.24732239628540112,True,0.0,False,True
27,0.0,0.0,0.0,0,0,8,209,2.074329,-0.21230045629071853,-0.17899036204209823,2.8067696,0.4633743,0.6765489,0.07955446,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
28,0.0,0.0,0.0,0,0,8,209,0.69251436,-0.040912734575405785,0.014488329919817522,0.6601016,0.3846163,0.4765978,0.028045518,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
29,0.0,0.0,0.0,0,0,8,209,1.131399,0.022740989428431835,-0.003201512562276465,0.46552885,0.08295015,0.20573151,0.04501935,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
30,0.0,0.0,0.0,0,0,8,209,0.73051953,-0.2134009250932295,-0.13999804138580543,0.7280552,0.2753836,0.49831334,0.029539194,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
31,0.0,0.0,0.0,0,0,8,209,1.6462525,-0.0682638714704874,0.07627705791063938,1.1671915,0.36684573,0.35449952,0.06419079,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
32,0.0,0.0,0.0,0,0,8,209,0.56168455,-0.19117187586140746,-0.20000000000000007,0.97758824,0.4560685,0.8702289,0.022868318,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
33,0.0,0.0,0.0,0,0,8,209,1.2727451,-0.19745104967091665,-0.1942553281188556,2.5386987,0.37112105,0.997332,0.0503604,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
34,0.0,0.0,0.0,0,0,8,209,1.7910866,1.0397416150276229e-08,0.1969745506484214,1.0804717e-08,0.3050224,3.0162466e-09,0.069445945,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
35,0.0,0.0,0.0,0,0,8,209,0.81083935,-0.03754475198679441,-0.013519438948201956,1.3733854,0.27885523,0.8468912,0.032680854,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
36,0.0,0.0,0.0,0,0,8,209,0.36473778,-0.0006133546298062731,0.3671612408950153,0.019372253,0.19020554,0.026556412,0.014969907,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
37,0.0,0.0,0.0,0,0,8,209,0.73328936,-0.3715567932167126,0.3284432067832875,1.0241984,0.24044457,0.69835883,0.029647877,0.017340505711885053,0.0,-0.9999999999423317,1,0,8,939,-1.0,False,-1.0,False,False
38,0.0,0.0,0.0,0,0,8,209,1.1676475,-0.06802959559469102,-0.02239690841138231,0.55206746,0.11887603,0.23640157,0.04639479,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
39,0.0,0.0,0.0,0,0,8,209,0.5863635,0.1500610765581576,-0.4,0.24315858,0.14436793,0.20734456,0.023849139,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
40,0.0,0.0,0.0,0,0,8,209,0.95338,0.32438233078959533,0.14047965958318195,0.63088727,0.47924307,0.33086875,0.03820645,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
41,0.0,0.0,0.0,0,0,8,209,1.7373694,-0.16631764650129333,-0.08357769335370713,0.8677706,0.25203046,0.24973693,0.06750375,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
42,0.0,0.0,0.0,0,0,8,209,0.41962105,1.4247827786473266e-06,-0.0001873792117811357,1.13361475e-05,0.00026391988,1.3507602e-05,0.017183766,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
43,0.0,0.0,0.0,0,0,8,209,0.5009733,-0.3719681505108402,0.32799604470355187,1.0019203,0.46253327,0.99997365,0.020447077,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
44,0.0,0.0,0.0,0,0,8,209,0.42825645,0.10782144369281255,-0.40000000000000074,0.22322,4.5565252e-15,0.2606149,0.017531192,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
45,0.0,0.0,0.0,0,0,8,209,0.12089392,0.20018989646906749,0.2,0.24169387,0.0,0.9996113,0.0050120004,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
46,0.0,0.0,0.0,0,0,8,209,0.26416355,0.009748357662281548,-0.06764794846166683,0.0041814446,8.787868e-06,0.0079145,0.010886984,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
47,0.0,0.0,0.0,0,0,8,209,1.132959,-0.3370067498390134,0.021323591764782435,1.5010667,0.10715025,0.6624541,0.045078613,0.018166187250068265,0.0,-0.9999999999449527,1,0,8,939,-1.0,False,-1.0,False,False
48,0.0,0.0,0.0,0,0,8,209,8.361245,1.6613753932914754e-05,-0.3999987704219736,0.00048566228,0.0,2.9042461e-05,0.25837213,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
49,0.0,0.0,0.0,0,0,8,209,1.6401169,-0.027363726127189292,-0.020388829719834023,1.7424581,0.32936475,0.53119934,0.063966826,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
50,0.0,0.0,0.0,0,0,8,209,3.4783223,0.07143790883836587,0.058182731127337906,3.5629444,0.22202687,0.51216424,0.12658426,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
51,0.0,0.0,0.0,0,0,8,209,2.825994,-0.23879897436597336,-0.127793560266365,2.3316379,0.2792476,0.4125341,0.105345346,0.007273547215480456,0.012643129672930518,0.2696023281024802,4,5,8,939,-1.0,False,-1.0,False,False
52,0.0,0.0,0.0,0,0,8,209,1.2345468,-0.21160865558882946,0.014997724007868585,1.0675802,0.18063414,0.43237737,0.048922896,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
53,0.0,0.0,0.0,0,0,8,209,0.7295138,0.00684405879951433,-0.05602435348464188,0.5432747,0.3481727,0.372354,0.029499728,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
54,0.0,0.0,0.0,0,0,8,209,0.12218289,-2.7755575615628914e-17,-2.7755575615628914e-17,0.24436566,0.0,0.9999995,0.0050651673,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
55,0.0,0.0,0.0,0,0,8,209,0.885654,-0.4694038888002633,-0.1509117189301718,0.1736963,0.47968537,0.09806103,0.035588935,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
56,0.0,0.0,0.0,0,0,8,209,0.21296692,-0.36128815299319544,-0.19999992658220628,0.24699524,0.014442821,0.57989115,0.008795573,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
57,0.0,0.0,0.0,0,0,8,209,1.5704807,0.15941833509411618,0.05028994232901063,0.9199434,0.35317633,0.29288593,0.061417736,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
58,0.0,0.0,0.0,0,0,8,209,0.59499663,0.008157692490773416,0.16162310711254416,0.96449226,0.40600488,0.81050223,0.024191778,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
59,0.01966963875949668,0.13627957948372124,0.7477430283851267,3,12,8,209,6.333332,0.19162136049271766,0.15469966967356616,5.8160753,0.47354144,0.459164,0.20879127,0.04671493112541045,0.09211039398345576,0.3269969857597625,23,39,8,939,-1.0,False,-1.0,False,False
60,0.0,0.0,0.0,0,0,8,209,1.0431998,0.06401641357939081,-0.11618916713883007,1.1994594,0.32828254,0.5748944,0.041656006,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
61,0.0,0.0,0.0,0,0,8,209,1.2980553,0.01687389353265878,0.030353970358368343,0.7075794,0.42115515,0.27255365,0.05131047,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
62,0.44943911945848375,0.7048451454160316,0.2212678745864151,67,71,8,209,629.7524,0.15950938185012264,-0.39999999999999997,6.1381497,0.0,0.004873463,0.96328896,2.1039431443927894,3.4694160988219123,0.24499998920602073,545,685,8,939,-1.0,False,-1.0,False,False
63,0.0,0.0,0.0,0,0,8,209,0.4568797,-0.000355562907993795,5.551115123125783e-17,0.913572,4.2860226e-09,0.9997949,0.01868103,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
64,0.0,0.0,0.0,0,0,8,209,0.79414666,-0.01353043975822421,0.0036580581546709068,0.48415902,0.2182579,0.30482972,0.032029606,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
65,0.0,0.0,0.0,0,0,8,209,1.2067417,-0.17942933748533363,-0.08648135431639037,1.507649,0.4205775,0.62467754,0.04787376,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
66,0.0,0.0,0.0,0,0,8,209,0.2957361,0.34994321939827505,-0.09257964776377858,0.58266014,0.39342603,0.9851014,0.012172346,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
67,0.0,0.0,0.0,0,0,8,209,1.5850025,0.014655581580345245,0.04791078677685873,1.9836686,0.42028674,0.62576187,0.061950438,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
68,0.0,0.0,0.0,0,0,8,209,1.6639886,-0.06482330734376496,-0.015619853707557307,2.1077964,0.2054831,0.63335663,0.064837486,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
69,0.0,0.0,0.0,0,0,8,209,1.4428169,-0.12144795329585173,0.013659752368054001,1.420005,0.3129623,0.49209467,0.056708217,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
70,0.0,0.0,0.0,0,0,8,209,0.6606722,-0.03581578477496328,0.019815428534731283,0.76032823,0.33229697,0.5754202,0.02679052,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
71,0.0,0.0,0.0,0,0,8,209,0.63134414,-0.11318158781668097,-2.30037379145287e-08,0.9424273,1.8048726e-05,0.74636567,0.025631739,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
72,0.0,0.0,0.0,0,0,8,209,1.7217194,-0.07037765098807269,-0.05866244223942807,0.345512,0.2825875,0.10033923,0.066936396,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
73,0.0,0.0,0.0,0,0,8,209,0.8934414,0.12354965023956527,0.06135808160755113,1.3646052,0.31680712,0.7636791,0.035890643,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
74,0.0,0.0,0.0,0,0,8,209,0.72844434,0.12796631964903826,0.12752023137672835,1.45675,0.3105427,0.99990475,0.02945775,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
75,0.0,0.0,0.0,0,0,8,209,0.19029713,-0.00911029181666767,0.1999999822575022,0.04421481,0.13698143,0.11617309,0.00786667,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
76,0.0,0.0,0.0,0,0,8,209,1.0389777,-0.11730115166493366,-0.016712062039941744,1.5007898,0.35606226,0.7222435,0.041494425,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
77,0.0,0.0,0.0,0,0,8,209,1.6587423,0.047494260468466,0.07152897672320155,2.858067,0.34295833,0.86151636,0.064646274,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
78,0.0,0.0,0.0,0,0,8,209,0.08419687,-0.6999999542814417,0.0,0.16664346,6.670801e-08,0.98960596,0.0034959386,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
79,0.0,0.0,0.0,0,0,8,209,1.064901,0.17706454154079704,0.17599702596861083,2.1143765,0.2364297,0.99275726,0.042485747,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
80,0.0,0.0,0.0,0,0,8,209,1.8219194,-0.05090820301280452,0.02548358739317766,0.37583047,0.38526633,0.10314136,0.0705571,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
81,0.0,0.0,0.0,0,0,8,209,2.2507133,0.04500218187342897,0.19360458592120064,0.042291377,0.23984733,0.009395104,0.08573913,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
82,0.0,0.0,0.0,0,0,8,209,0.17562121,-0.02618208634424324,-0.1093538725213909,0.019798636,0.34434232,0.05636744,0.007264393,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
83,0.0,0.0,0.0,0,0,8,209,1.0218359,0.0034563403679304106,0.04685176628786894,0.5134163,0.25151306,0.2512225,0.04083776,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
84,0.0,0.0,0.0,0,0,8,209,0.16377437,-9.775091736052843e-09,0.0,0.0,0.0,0.0,0.0067776823,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
85,1.3220323977287876,0.3386939467247308,-0.5921134775079658,145,42,8,209,541.91327,-0.30403720745517177,-0.006125825603216284,133.55112,0.031252146,0.12322185,0.9575912,2.477861797387481,1.4434135579231322,-0.26380402948829484,730,499,8,939,-1.0,False,-1.0,False,False
86,0.0,0.0,0.0,0,0,8,209,0.35209647,-2.870927094278386e-06,-0.1542027034854823,0.0025928286,0.0005036004,0.0036819861,0.014458569,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
87,0.0,0.0,0.0,0,0,8,209,1.2766165,2.7811277889533415e-06,-0.03262335759141735,3.656492e-05,0.051390104,1.432103e-05,0.05050584,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
88,0.0,0.0,0.0,0,0,8,209,1.0692778,0.12973107382111737,0.014148013380952229,1.080299,0.428779,0.5051536,0.042652916,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
89,0.0,0.0,0.0,0,0,8,209,1.2043986,0.04923913451612222,-0.015397523966975302,1.9292353,0.30940297,0.80091214,0.047785256,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
90,0.0,0.0,0.0,0,0,8,209,0.85553026,-0.01494793827271701,-0.1999963564856549,0.0055854954,0.42048946,0.003264347,0.034420125,0.0,0.017871203926551584,0.9999999999440441,0,1,8,939,-1.0,False,-1.0,False,False
91,0.0,0.0,0.0,0,0,8,209,0.6906198,0.06532574244051997,-0.11820310080936108,0.89719254,0.4465852,0.6495561,0.027970929,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
92,0.07264357562840841,0.04885038118542096,-0.19583850149230866,6,3,8,209,6.945421,-0.133237705088038,-0.017889452528981997,7.695879,0.16162324,0.55402535,0.22444098,0.07916027684899342,0.08539679781380045,0.037898832229175526,29,32,8,939,-1.0,False,-1.0,False,False
93,0.0,0.0,0.0,0,0,8,209,1.1471918,-0.09500975599557065,-0.08298236320203722,2.2943757,0.42632878,0.99999654,0.045619074,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
94,0.0,0.0,0.0,0,0,8,209,2.1366804,-0.024034140099398194,-0.02464014254155633,3.0843885,0.2825109,0.7217712,0.08175027,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
95,0.0,0.0,0.0,0,0,8,209,0.70265234,0.191266851279481,1.1197709426369329e-12,0.8233691,2.0067819e-11,0.5859008,0.028444408,0.0,0.02106886441969135,0.9999999999525366,0,1,8,939,-1.0,False,-1.0,False,False
96,0.0,0.0,0.0,0,0,8,209,1.0569282,-0.1403826398384298,0.2,0.5324393,0.053187747,0.25188053,0.042181086,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
97,0.0,0.0,0.0,0,0,8,209,1.2537891,0.11153689429029379,0.06475478019144676,0.97529644,0.45544308,0.38893968,0.049647544,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
98,0.0,0.0,0.0,0,0,8,209,0.86963177,0.1102119287220269,0.0971958194980474,1.3887688,0.40015793,0.798481,0.034967612,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
99,0.0,0.0,0.0,0,0,8,209,1.7003472,0.10209644730522593,0.0780269203239902,1.1165668,0.14504194,0.328335,0.066160485,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
100,0.0,0.0,0.0,0,0,8,209,1.2935892,0.05469139510884624,-0.0021483621643207385,1.8115668,0.39319625,0.70020956,0.05114296,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
101,0.0,0.0,0.0,0,0,8,209,0.8878712,0.01331250476706397,0.03978063039492308,1.4279181,0.30365822,0.80412465,0.03567487,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
102,0.0,0.0,0.0,0,0,8,209,1.1504717,0.057755921493227835,-0.14607554302500025,0.66179365,0.40289605,0.28761846,0.04574353,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
103,0.0,0.0,0.0,0,0,8,209,0.5827595,-0.052749117725699346,-0.14657913530153233,0.6086659,0.39013222,0.52222735,0.023706023,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
104,0.0,0.0,0.0,0,0,8,209,0.48972353,0.0004959725193318665,0.19999994431572435,0.00022565969,2.201887e-10,0.000230395,0.019997103,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
105,0.0,0.0,0.0,0,0,8,209,0.7433863,-0.10612912716759237,0.0619760350600454,0.585864,0.07944486,0.39405084,0.030043844,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
106,0.0,0.0,0.0,0,0,8,209,0.8360793,0.00023406471608289348,-0.3999998288056347,0.0074443896,0.08229168,0.0044519636,0.0336639,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
107,0.0,0.0,0.0,0,0,8,209,0.44438463,-0.0031378642583738126,0.2006244539450479,0.0063376883,2.9491564e-05,0.0071308594,0.018179415,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
108,0.0,0.0,0.0,0,0,8,209,0.950778,-0.04642050505488149,-0.04190134040922161,0.4727553,0.4106697,0.24861497,0.038106155,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
109,0.0,0.0,0.0,0,0,8,209,1.3281293,0.1208344081150744,0.048795405856246976,0.5390757,0.25886184,0.20294546,0.05243691,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
110,0.0,0.0,0.0,0,0,8,209,0.79300785,0.07791266921221751,-5.551115123125783e-17,1.3702768,0.0,0.8639743,0.031985138,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
111,0.0,0.0,0.0,0,0,8,209,0.59014195,0.3761374575991625,-0.32070386081446667,0.7262475,0.22100747,0.6153159,0.023999127,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
112,0.0,0.0,0.0,0,0,8,209,1.1854779,-0.055753697927532264,-0.05692347805140782,0.73519063,0.44771352,0.31008196,0.047069896,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
113,0.0,0.0,0.0,0,0,8,209,2.200701,-0.018040076152062268,0.020370023689919137,3.3641953,0.28494823,0.7643462,0.08399401,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
