latent_idx,left_mean_activation,right_mean_activation,right_selectivity,left_active_windows,right_active_windows,matched_position_bins,matched_windows_per_direction,global_place_energy_enrichment,global_decoder_center_displacement,decoder_center_displacement,place_energy_enrichment,pair_min_unit_energy_fraction,pair_known_place_energy_fraction,place_energy_fraction,global_left_mean_activation,global_right_mean_activation,global_right_selectivity,global_left_active_windows,global_right_active_windows,global_matched_position_bins,global_matched_windows_per_direction,right_selection_score,right_passes,left_selection_score,left_passes,is_directional_hit
0,0.0,0.0,0.0,0,0,8,209,1.0902191,0.0607693499422437,0.03259089874913884,1.4515316,0.3411022,0.6657064,0.043451965,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
1,0.0,0.0,0.0,0,0,8,209,1.4900342,0.06277504444231563,-0.15763299936292674,2.323098,0.09324504,0.77954525,0.05845556,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
2,0.0,0.0,0.0,0,0,8,209,2.227999,0.07006676667563305,-0.11169861676525175,0.9346229,0.30186647,0.20974487,0.08494735,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
3,0.0,0.0,0.0,0,0,8,209,1.684139,0.0005566765472676538,0.11346362217736644,0.056396555,0.21449302,0.01674344,0.06557115,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
4,0.0,0.0,0.0,0,0,8,209,1.257831,-0.029554266676384056,-0.08521178865078993,1.0000416,0.44270423,0.39752626,0.04979965,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
5,0.0,0.0,0.0,0,0,8,209,3.4812484,-0.0034904961079008645,0.031567427539685,0.3993223,0.35847154,0.05735333,0.12667726,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
6,0.0,0.0,0.0,0,0,8,209,2.2614574,-0.025283295047434318,0.07633619097953259,0.44773012,0.280604,0.098991506,0.0861132,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
7,0.0,0.0,0.0,0,0,8,209,1.0185682,0.29254295925913537,0.09967001277914164,1.3820968,0.3248937,0.67845076,0.04071249,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
8,0.0,0.0,0.0,0,0,8,209,1.2292801,-0.003377289319068666,0.08076467814305077,1.1422913,0.46011195,0.4646179,0.048724346,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
9,0.0,0.0,0.0,0,0,8,209,1.5656449,-0.06154226196121326,0.030985051165351662,1.2240725,0.36984414,0.39091644,0.06124018,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
10,0.0,0.0,0.0,0,0,8,209,0.9017744,0.002525291691676701,-0.03808894753120046,1.255775,0.4732166,0.69627994,0.036213264,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
11,0.0,0.0,0.0,0,0,8,209,1.5354321,0.009060904102598077,-0.003574628062634033,0.5621289,0.4076448,0.18305232,0.06012947,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
12,0.0,0.0,0.0,0,0,8,209,1.768176,0.05010672139491895,0.08898170156157503,2.3155022,0.18499841,0.6547715,0.06861858,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
13,0.0,0.0,0.0,0,0,8,209,0.9183019,-0.0525600521031932,0.07786667026242555,0.9123066,0.4250474,0.4967357,0.0368525,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
14,0.0,0.0,0.0,0,0,8,209,1.4100736,0.042710875436957396,-0.015595964134345441,0.7925129,0.39866352,0.2810183,0.055492725,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
15,0.0,0.0,0.0,0,0,8,209,1.2652228,0.05753311877337869,-0.08403406829265314,1.5926201,0.09339843,0.62938327,0.050077632,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
16,0.0,0.0,0.0,0,0,8,209,2.4886255,-0.025777471296304866,0.07961715754498938,4.007572,0.12514,0.80517787,0.093950756,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
17,0.0,0.0,0.0,0,0,8,209,2.1990604,0.05218589933589324,-0.1120122324835395,0.22522202,0.36532676,0.0512087,0.08393662,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
18,0.0,0.0,0.0,0,0,8,209,0.76873887,-0.08489040786734381,-0.06987398304748371,0.38336107,0.31629777,0.24934413,0.03103667,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
19,0.0,0.0,0.0,0,0,8,209,0.9547838,0.13910594443442104,-0.13545623148916225,1.132081,0.40816164,0.5928467,0.03826056,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
20,0.0,0.0,0.0,0,0,8,209,1.6009561,0.20324689362601306,-0.05367571346597638,0.48739877,0.021286216,0.15222116,0.06253503,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
21,0.0,0.0,0.0,0,0,8,209,1.7706553,0.13140519673591078,0.1049749091364402,0.8282016,0.42270562,0.23386867,0.06870821,0.0,0.0037049824972979176,0.9999999997300932,0,2,8,939,-1.0,False,-1.0,False,False
22,0.0,0.0,0.0,0,0,8,209,2.0154526,0.0045209299130782865,0.03426162815752881,3.6566594,0.045483325,0.90715593,0.077471346,0.00076217500292582,0.013753210177547888,0.8949838404014797,1,11,8,939,-1.0,False,-1.0,False,False
23,0.0,0.0,0.0,0,0,8,209,0.9263943,-0.057856315120479285,-0.07149337071289241,1.3409344,0.37425846,0.7237385,0.037165206,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
24,0.0,0.0,0.0,0,0,8,209,1.9206728,0.011840842767685156,0.04541756704505023,0.38549948,0.17446344,0.10035532,0.07409809,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
25,0.0,0.0,0.0,0,0,8,209,0.54557014,-0.20865966174092937,0.03307416873319047,0.4644783,0.478138,0.42568156,0.022226818,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
