latent_idx,left_mean_activation,right_mean_activation,right_selectivity,left_active_windows,right_active_windows,matched_position_bins,matched_windows_per_direction,global_place_energy_enrichment,global_decoder_center_displacement,decoder_center_displacement,place_energy_enrichment,pair_min_unit_energy_fraction,pair_known_place_energy_fraction,place_energy_fraction,global_left_mean_activation,global_right_mean_activation,global_right_selectivity,global_left_active_windows,global_right_active_windows,global_matched_position_bins,global_matched_windows_per_direction,right_selection_score,right_passes,left_selection_score,left_passes,is_directional_hit
0,0.0,0.0,0.0,0,0,8,209,1.5897845,-0.08901874900366807,0.05991831116761592,1.3790897,0.38842016,0.4337348,0.062125746,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
1,0.0,0.0,0.0,0,0,8,209,1.8644148,-0.24342304524129732,-0.04045872746202431,1.4111336,0.15120703,0.3784388,0.07208415,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
2,0.0,0.0,0.0,0,0,8,209,1.2141443,0.010957933937674857,0.04139415424347337,1.2993469,0.2935189,0.53508747,0.048153304,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
3,0.0,0.0,0.0,0,0,8,209,1.5187495,-0.017777776697124992,-0.0176186940805243,1.8413509,0.15992947,0.60620636,0.05951503,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
4,0.0,0.0,0.0,0,0,8,209,0.972365,0.04364529584047305,-0.04581178739099845,1.2185562,0.24032703,0.62659407,0.038937632,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
5,0.005511239135379426,0.0,-0.9999999998185525,2,0,8,209,4.5249662,-0.27363030909818553,-0.19114313441039243,7.394753,0.32585415,0.8171058,0.15863176,0.002595316693563653,0.0,-0.9999999996146905,4,0,8,939,-1.0,False,-1.0,False,False
6,0.0,0.0,0.0,0,0,8,209,1.6657219,-0.02409279143579468,0.0829347453276506,0.053700846,0.2795499,0.01611939,0.06490068,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
7,0.0,0.0,0.0,0,0,8,209,0.9740422,0.17550537324125726,0.07409497398945963,1.6538279,0.236682,0.8489509,0.039002184,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
8,0.5909739992264925,0.8709641198792526,0.1915198167374116,86,109,8,209,1205.7084,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.9804838,4.7890228214609225,4.179822893823171,-0.06792400571675873,787,723,8,939,-1.0,False,-1.0,False,False
9,0.0,0.0,0.0,0,0,8,209,0.8704923,-0.004853682667454895,0.0339005372644538,1.655418,0.22344215,0.95085144,0.035001013,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
10,0.0,0.0,0.0,0,0,8,209,1.0513977,-0.1106237163379169,-0.0029753439659315206,1.2485784,0.058419954,0.5937707,0.041969616,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
11,0.0,0.0,0.0,0,0,8,209,1.3546511,-0.013082791252953974,0.19963792477818182,0.25136214,0.18398935,0.09277745,0.05342809,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
12,0.0,0.0,0.0,0,0,8,209,0.93053955,-0.04905899609461817,-0.11874975237610158,0.50943065,0.43662354,0.27372867,0.037325285,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
13,0.0,0.0,0.0,0,0,8,209,1.2126291,0.04963683590702733,0.084185874344471,1.066767,0.3779792,0.439857,0.048096087,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
14,0.0,0.0,0.0,0,0,8,209,1.5726148,-0.00903277378314049,0.11278083491719082,0.11722805,0.48952785,0.0372717,0.061496027,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
15,0.0,0.0,0.0,0,0,8,209,1.1893674,0.07904212877722078,0.07268764735782934,1.3973536,0.4688011,0.5874357,0.04721705,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
16,0.0,0.0,0.0,0,0,8,209,1.2768463,-0.22619753688579958,-0.12414693136870336,2.15348,0.33568606,0.84328073,0.05051445,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
17,0.0,0.0,0.0,0,0,8,209,1.4704078,0.001916949305926119,0.1593736909989968,0.19723,0.37987944,0.06706642,0.05773004,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
