latent_idx,peak_position,cell_0_score,cell_0_peak_distance,cell_0_outside_mean,cell_0_hit,cell_1_score,cell_1_peak_distance,cell_1_outside_mean,cell_1_hit,cell_2_score,cell_2_peak_distance,cell_2_outside_mean,cell_2_hit,cell_3_score,cell_3_peak_distance,cell_3_outside_mean,cell_3_hit,active_samples,strongest_coactive_unit,strongest_decoder_unit,cell_0_shape_hit,cell_0_support_hit,cell_0_biology_hit,cell_1_shape_hit,cell_1_support_hit,cell_1_biology_hit,cell_2_shape_hit,cell_2_support_hit,cell_2_biology_hit,cell_3_shape_hit,cell_3_support_hit,cell_3_biology_hit
0,0.2375,0.34557824408968296,0.03749999999999998,0.7661448130450392,False,0.3242958202665137,0.16250000000000003,0.7727410788559037,False,0.4055336684964296,0.46249999999999997,0.8361929892286042,False,0.2868592049770562,0.46249999999999997,0.805868872281928,False,9721,90,21,False,True,False,False,True,False,False,True,False,False,True,False
1,0.1875,0.5079027889880605,0.012500000000000011,0.5859781881184103,False,0.44751853432674027,0.21250000000000002,0.6180750097431361,False,0.4768349341339597,0.5125,0.7229974901128728,False,0.3986010078909312,0.5125,0.6681508411480094,False,13317,77,0,False,True,False,False,True,False,False,True,False,False,True,False
2,0.037500000000000006,0.23179849384496776,0.1625,0.9026526517314755,False,0.2214040161027243,0.36250000000000004,0.90534708016218,False,0.3512349523790187,0.6625,0.8890735565488291,False,0.20918776385368298,0.6625,0.8832173878913867,False,11791,97,54,False,True,False,False,True,False,False,True,False,False,True,False
3,0.9125000000000001,0.2658118752854344,0.7125000000000001,0.8609023625475188,False,0.269242266437706,0.5125000000000001,0.8505501158803723,False,0.3854033501416466,0.21250000000000013,0.8262447803038582,False,0.24587010512433793,0.21250000000000013,0.8531260925001725,False,7288,39,39,False,True,False,False,True,False,False,True,False,False,True,False
4,0.5125,0.2688659933423334,0.31249999999999994,0.8619491416028622,False,0.2592833618852043,0.11249999999999993,0.8587134061997269,False,0.38632605853161994,0.1875,0.8339057734628222,False,0.24522110902638272,0.1875,0.8491169846744455,False,9027,30,52,False,True,False,False,True,False,False,True,False,False,True,False
5,0.9625000000000001,0.24446323157848948,0.7625000000000002,0.8848538056850644,False,0.2328110095318855,0.5625000000000001,0.8921214655105221,False,0.35015961729974077,0.2625000000000002,0.8843685754544661,False,0.21073218237821956,0.2625000000000002,0.8884753771822128,False,10611,56,45,False,True,False,False,True,False,False,True,False,False,True,False
6,0.48750000000000004,0.2624911154446008,0.28750000000000003,0.8661337752346263,False,0.2560701316137334,0.08750000000000002,0.8613785558341877,False,0.3685952826572816,0.2124999999999999,0.875099465109686,False,0.23363942150754835,0.2124999999999999,0.8615157189465686,False,12603,77,21,False,True,False,False,True,False,False,True,False,False,True,False
7,0.5125,0.3627831378191676,0.31249999999999994,0.7483997172371789,False,0.3545243203111643,0.11249999999999993,0.7520784123164418,False,0.4793024397252874,0.1875,0.7136051629927463,False,0.3510570136350759,0.1875,0.7219976699222002,False,3904,40,40,False,True,False,False,True,False,False,True,False,False,True,False
8,0.6375,0.2495787171791568,0.43749999999999994,0.8820993917140364,False,0.23926431406334814,0.23749999999999993,0.8819790457143216,False,0.3672170698410767,0.0625,0.864543516994741,False,0.22455836104359161,0.0625,0.8662497862841858,False,8438,78,78,False,True,False,False,True,False,False,True,False,False,True,False
9,0.037500000000000006,0.26302877731288177,0.1625,0.8627604012029864,False,0.2556488833230345,0.36250000000000004,0.8678968470199618,False,0.3666383154968117,0.6625,0.8690991130209924,False,0.23105611475889087,0.6625,0.8681509253738683,False,11343,20,20,False,True,False,False,True,False,False,True,False,False,True,False
10,0.037500000000000006,0.25548830230806396,0.1625,0.8733447394061109,False,0.2516062331392612,0.36250000000000004,0.8759823629677861,False,0.37053803351973147,0.6625,0.8611899376563336,False,0.22928791649056457,0.6625,0.866653956086015,False,8701,41,41,False,True,False,False,True,False,False,True,False,False,True,False
11,0.5125,0.30716507096849544,0.31249999999999994,0.8198613239909381,False,0.3015157050803454,0.11249999999999993,0.8186772237363604,False,0.42653722460328614,0.1875,0.7773977562481256,False,0.2877910220647959,0.1875,0.8035478887964642,False,10532,29,45,False,True,False,False,True,False,False,True,False,False,True,False
12,0.7125000000000001,0.23111985804130009,0.5125000000000002,0.8999815089212614,False,0.2299279177391429,0.3125000000000001,0.8973040988642494,False,0.348734867259911,0.012500000000000178,0.8838749587592661,False,0.20884764144432466,0.012500000000000178,0.8948801590771204,False,11314,30,30,False,True,False,False,True,False,False,True,False,False,True,False
13,0.8375000000000001,0.275398474688492,0.6375000000000002,0.8544753627577711,False,0.2698605381389094,0.4375000000000001,0.8539771226341472,False,0.4051517335344602,0.13750000000000018,0.8060997920468757,False,0.26037000864958215,0.13750000000000018,0.834077619806445,False,7535,28,28,False,True,False,False,True,False,False,True,False,False,True,False
14,0.8375000000000001,0.2288054228457843,0.6375000000000002,0.9023951116504146,False,0.22236367767650556,0.4375000000000001,0.901867218647998,False,0.3348918028597625,0.13750000000000018,0.9059713070893722,False,0.19329457405649952,0.13750000000000018,0.9093140843550891,False,11856,77,97,False,True,False,False,True,False,False,True,False,False,True,False
15,0.1875,0.5796976305418926,0.012500000000000011,0.5033877992137069,False,0.5056199506971952,0.21250000000000002,0.5416132508921582,False,0.5070942946380974,0.5125,0.6545682385207016,False,0.4539179377598861,0.5125,0.5976655368126899,False,9318,56,0,False,True,False,False,True,False,False,True,False,False,True,False
16,0.16250000000000003,0.3668059490901574,0.03749999999999998,0.7440627288836922,False,0.3369465145627716,0.2375,0.7616798629562441,False,0.40847823550974516,0.5374999999999999,0.8341735930488632,False,0.30019775343436705,0.5374999999999999,0.7928219326050134,False,9662,20,20,False,True,False,False,True,False,False,True,False,False,True,False
17,0.5125,0.2885179428278507,0.31249999999999994,0.836622175208517,False,0.278015076280391,0.11249999999999993,0.843594092748197,False,0.3848509771623855,0.1875,0.8483432934729354,False,0.25037209515035397,0.1875,0.8433757714238471,False,4755,18,18,False,True,False,False,True,False,False,True,False,False,True,False
18,0.6625000000000001,0.3345397568732046,0.4625000000000001,0.7815879538239868,False,0.3332386454441971,0.26250000000000007,0.7639161770366298,False,0.4314664871973869,0.03749999999999987,0.757701234891107,False,0.3042104260056554,0.03749999999999987,0.7851914753919045,False,2205,69,69,False,True,False,False,True,False,False,True,False,False,True,False
19,0.037500000000000006,0.30514142965516133,0.1625,0.8205851411235053,False,0.2963389975906955,0.36250000000000004,0.8165198397767309,False,0.40542138713712006,0.6625,0.8159821727688311,False,0.2771552974995979,0.6625,0.8140375045133662,False,6169,35,47,False,True,False,False,True,False,False,True,False,False,True,False
