latent_idx,peak_position,cell_0_score,cell_0_peak_distance,cell_0_outside_mean,cell_0_hit,cell_1_score,cell_1_peak_distance,cell_1_outside_mean,cell_1_hit,cell_2_score,cell_2_peak_distance,cell_2_outside_mean,cell_2_hit,cell_3_score,cell_3_peak_distance,cell_3_outside_mean,cell_3_hit,active_samples,strongest_coactive_unit,strongest_decoder_unit,cell_0_shape_hit,cell_0_support_hit,cell_0_biology_hit,cell_1_shape_hit,cell_1_support_hit,cell_1_biology_hit,cell_2_shape_hit,cell_2_support_hit,cell_2_biology_hit,cell_3_shape_hit,cell_3_support_hit,cell_3_biology_hit
0,0.3875,0.3268271676493527,0.1875,0.7769884190429297,False,0.33009989315221033,0.012500000000000011,0.7829427339097935,False,0.4158996434984009,0.31249999999999994,0.8199315020366318,False,0.29853453943522446,0.31249999999999994,0.7897490550626501,False,2840,75,75,False,True,False,False,True,False,False,True,False,False,True,False
1,0.6875,0.31364117478827613,0.4875,0.8011904158054659,False,0.30991528085518805,0.2875,0.8053298126885302,False,0.4481558303438691,0.012499999999999956,0.7606184083625538,False,0.31490829728702163,0.012499999999999956,0.7672561379410376,False,4052,87,87,False,True,False,False,True,False,False,True,False,False,True,False
2,0.5375000000000001,0.24678886390890276,0.3375000000000001,0.8772095649444518,False,0.24522006507308025,0.13750000000000007,0.8768956448490919,False,0.3613075096936179,0.16249999999999987,0.881464800130272,False,0.22206531788819228,0.16249999999999987,0.8776797571526899,False,10876,67,67,False,True,False,False,True,False,False,True,False,False,True,False
3,0.16250000000000003,0.33654465458643124,0.03749999999999998,0.7782078730574321,False,0.32580176421856766,0.2375,0.78378277207047,False,0.42456542047683965,0.5374999999999999,0.8005651730945348,False,0.3024859915966748,0.5374999999999999,0.7917338288864456,False,4910,85,85,False,True,False,False,True,False,False,True,False,False,True,False
4,0.7125000000000001,0.2908054286133972,0.5125000000000002,0.8292325287672819,False,0.28107517891906886,0.3125000000000001,0.833489032693232,False,0.40292659686656096,0.012500000000000178,0.8340098870560655,False,0.27359939296055014,0.012500000000000178,0.8165962952137488,False,9694,80,80,False,True,False,False,True,False,False,True,False,False,True,False
5,0.6625000000000001,0.38824659155689334,0.4625000000000001,0.7139075308545074,False,0.3858384264314517,0.26250000000000007,0.7119216912443828,False,0.5617256672333044,0.03749999999999987,0.6268127072537388,False,0.4349144718972554,0.03749999999999987,0.6385049717090168,False,7691,82,82,False,True,False,False,True,False,False,True,False,False,True,False
6,0.1125,0.2577149389330854,0.08750000000000001,0.8618805421077486,False,0.25562546353127125,0.28750000000000003,0.8628115501744222,False,0.36159046569719133,0.5874999999999999,0.8753896814313524,False,0.22512206229498066,0.5874999999999999,0.8770667471064758,False,6207,74,74,False,True,False,False,True,False,False,True,False,False,True,False
7,0.1875,0.4798073506405264,0.012500000000000011,0.6136632363580649,False,0.4482721124581237,0.21250000000000002,0.6333895405410804,False,0.4725187878040431,0.5125,0.7308557617804832,False,0.39109805706300316,0.5125,0.6846182761359675,False,4033,34,34,False,True,False,False,True,False,False,True,False,False,True,False
8,0.6125,0.2874106577507465,0.41250000000000003,0.8320247119347091,False,0.2815893215497387,0.21250000000000002,0.838554413872904,False,0.38703807285115677,0.08749999999999991,0.844472499315045,False,0.2569205805121899,0.08749999999999991,0.8375382573887674,False,5161,93,93,False,True,False,False,True,False,False,True,False,False,True,False
9,0.7125000000000001,0.5382428701474458,0.5125000000000002,0.5257273383242728,False,0.4744062522953445,0.3125000000000001,0.5575709215275824,False,0.6071351628126205,0.012500000000000178,0.5577416774244814,False,0.5479899550323429,0.012500000000000178,0.5019092797176471,False,9599,93,0,False,True,False,False,True,False,False,True,False,False,True,False
