latent_idx,peak_position,cell_0_score,cell_0_peak_distance,cell_0_outside_mean,cell_0_hit,cell_1_score,cell_1_peak_distance,cell_1_outside_mean,cell_1_hit,cell_2_score,cell_2_peak_distance,cell_2_outside_mean,cell_2_hit,cell_3_score,cell_3_peak_distance,cell_3_outside_mean,cell_3_hit,active_samples,strongest_coactive_unit,strongest_decoder_unit,cell_0_shape_hit,cell_0_support_hit,cell_0_biology_hit,cell_1_shape_hit,cell_1_support_hit,cell_1_biology_hit,cell_2_shape_hit,cell_2_support_hit,cell_2_biology_hit,cell_3_shape_hit,cell_3_support_hit,cell_3_biology_hit
0,0.3875,0.3215404333531293,0.1875,0.7844480448919601,False,0.3252830139067283,0.012500000000000011,0.789001557222881,False,0.41059748277849384,0.31249999999999994,0.8258678904634161,False,0.29184962446921314,0.31249999999999994,0.7991574985476577,False,8178,75,75,False,True,False,False,True,False,False,True,False,False,True,False
1,0.6875,0.37232346252821047,0.4875,0.7316632998403784,False,0.36881887381339806,0.2875,0.7352823052531388,False,0.5354152907479597,0.012499999999999956,0.662710971704558,False,0.4092583966234483,0.012499999999999956,0.664411869080016,False,16983,87,87,False,True,False,False,True,False,False,True,False,False,True,False
2,0.5375000000000001,0.23198606411668032,0.3375000000000001,0.8944114744930373,False,0.22897343997372133,0.13750000000000007,0.8950114707872162,False,0.34488558758978827,0.16249999999999987,0.9024560134781185,False,0.2045306038417517,0.16249999999999987,0.8974867773063657,False,20488,54,67,False,True,False,False,True,False,False,True,False,False,True,False
3,0.9125000000000001,0.28167538147573634,0.7125000000000001,0.8402024945015028,False,0.27414923317301065,0.5125000000000001,0.8425670026988031,False,0.3758568467007384,0.21250000000000013,0.859364718289466,False,0.24470786325084803,0.21250000000000013,0.8582037796365753,False,12665,54,85,False,True,False,False,True,False,False,True,False,False,True,False
4,0.7125000000000001,0.38471555144725245,0.5125000000000002,0.7226373182469946,False,0.3746654033079445,0.3125000000000001,0.7260294309497343,False,0.5212578881678691,0.012500000000000178,0.6871891244549673,False,0.4014582817167399,0.012500000000000178,0.6761496905474887,False,18044,82,80,False,True,False,False,True,False,False,True,False,False,True,False
5,0.6875,0.4134741501565711,0.4875,0.6774368812934861,False,0.40904712215616734,0.2875,0.67742979210141,False,0.6083693565879194,0.012499999999999956,0.5697105749073466,False,0.48390381513256786,0.012499999999999956,0.5819421980249889,False,17550,82,82,False,True,False,False,True,False,False,True,False,False,True,False
6,0.1125,0.24861222611656641,0.08750000000000001,0.8729953250433097,False,0.24418277236740793,0.28750000000000003,0.8755073180912342,False,0.35049600645336,0.5874999999999999,0.8903422630068163,False,0.21384092099168972,0.5874999999999999,0.8898756818610095,False,16791,81,74,False,True,False,False,True,False,False,True,False,False,True,False
7,0.1875,0.5249288187709233,0.012500000000000011,0.5626997059181711,False,0.4732411943345799,0.21250000000000002,0.5917859058622376,False,0.4759922864302548,0.5125,0.7171082150427206,False,0.40754942930331095,0.5125,0.6585879200081771,False,16041,34,34,False,True,False,False,True,False,False,True,False,False,True,False
8,0.6125,0.250047806518946,0.41250000000000003,0.8767027786162084,False,0.24559012763229215,0.21250000000000002,0.879429835320706,False,0.3608208996097736,0.08749999999999991,0.8763576598323288,False,0.22337839582399122,0.08749999999999991,0.8759473148738678,False,14801,81,93,False,True,False,False,True,False,False,True,False,False,True,False
9,0.7125000000000001,0.5173610756804188,0.5125000000000002,0.5554559504063759,False,0.4614285984276264,0.3125000000000001,0.5836544346319974,False,0.595480025078275,0.012500000000000178,0.581671762816073,False,0.5248907291639264,0.012500000000000178,0.5314553576601309,False,15094,82,0,False,True,False,False,True,False,False,True,False,False,True,False
10,0.16250000000000003,0.36308314246408935,0.03749999999999998,0.7423255521937386,False,0.32586842063776134,0.2375,0.770753225086908,False,0.39809200448603643,0.5374999999999999,0.8538397334905103,False,0.2905562491418,0.5374999999999999,0.8039298674914364,False,14461,82,19,False,True,False,False,True,False,False,True,False,False,True,False
11,0.9125000000000001,0.2759825796595715,0.7125000000000001,0.8476011486338615,False,0.2595503128188684,0.5125000000000001,0.8620004349167504,False,0.3767435809482159,0.21250000000000013,0.8631036491877412,False,0.24337222602314235,0.21250000000000013,0.8511967071632279,False,12534,42,42,False,True,False,False,True,False,False,True,False,False,True,False
12,0.7125000000000001,0.4825627019909875,0.5125000000000002,0.5605378032917872,False,0.48346225325286407,0.3125000000000001,0.553853489803074,False,0.7172410293443738,0.012500000000000178,0.4111266581395405,False,0.6207081812699058,0.012500000000000178,0.43205217970499715,False,13803,81,81,False,True,False,False,True,False,False,True,False,False,True,False
13,0.1875,0.49408806526567806,0.012500000000000011,0.5827307468944367,False,0.42433700208777525,0.21250000000000002,0.6276390445717669,False,0.5285220622066046,0.5125,0.6804317494481322,False,0.45591954303599025,0.5125,0.6028051578320439,False,12174,80,80,False,True,False,False,True,False,False,True,False,False,True,False
14,0.7125000000000001,0.446701609524508,0.5125000000000002,0.6368128758321634,False,0.43267032870467204,0.3125000000000001,0.6445381019502581,False,0.6150824178068328,0.012500000000000178,0.5710110405030084,False,0.5074069628081672,0.012500000000000178,0.5566460433136923,False,16564,91,91,False,True,False,False,True,False,False,True,False,False,True,False
15,0.1875,0.36297785162604124,0.012500000000000011,0.7404094294102228,False,0.3403520202839808,0.21250000000000002,0.7653021165761826,False,0.41496118299682716,0.5125,0.8244320973717261,False,0.3001485035728504,0.5125,0.7892989180242249,False,13109,99,99,False,True,False,False,True,False,False,True,False,False,True,False
