seed,latent_idx,peak_position,cell_0_score,cell_0_peak_distance,cell_0_outside_mean,cell_0_hit,cell_1_score,cell_1_peak_distance,cell_1_outside_mean,cell_1_hit,cell_2_score,cell_2_peak_distance,cell_2_outside_mean,cell_2_hit,cell_3_score,cell_3_peak_distance,cell_3_outside_mean,cell_3_hit,active_samples,strongest_coactive_unit,strongest_decoder_unit,cell_0_shape_hit,cell_0_support_hit,cell_0_biology_hit,cell_1_shape_hit,cell_1_support_hit,cell_1_biology_hit,cell_2_shape_hit,cell_2_support_hit,cell_2_biology_hit,cell_3_shape_hit,cell_3_support_hit,cell_3_biology_hit
1,0,0.4375,0.40462829877801776,0.2375,0.6902709051094967,False,0.4110206652814402,0.03749999999999998,0.6791610291127154,False,0.46726328258937644,0.26249999999999996,0.7025688116871928,False,0.3653698730111232,0.26249999999999996,0.7036123058802439,False,1397,17,17,False,True,False,False,True,False,False,True,False,False,True,False
1,1,0.6375,0.4812626497338893,0.43749999999999994,0.5644157920372402,False,0.4749059568775522,0.23749999999999993,0.5666278256363398,False,0.6486690628659539,0.0625,0.4706772695050061,False,0.5462512573192085,0.0625,0.4929679299571455,False,652,47,47,False,True,False,False,True,False,False,True,False,False,True,False
1,2,0.1125,0.4436659720738748,0.08750000000000001,0.6255158876702364,False,0.4198130502806523,0.28750000000000003,0.655901639999824,False,0.47454797283197114,0.5874999999999999,0.698907897518047,False,0.38793499972669476,0.5874999999999999,0.666718296900775,False,957,73,73,False,True,False,False,True,False,False,True,False,False,True,False
1,3,0.2625,0.333581028606975,0.0625,0.7737583805298265,False,0.3117563549835213,0.1375,0.7878787189038272,False,0.4204037657429779,0.43749999999999994,0.8191875125880795,False,0.3007006264417653,0.43749999999999994,0.7869167519248854,False,2299,32,32,False,True,False,False,True,False,False,True,False,False,True,False
1,4,0.36250000000000004,0.36502252655726664,0.16250000000000003,0.7209671895826115,False,0.3721057642453972,0.03749999999999998,0.7310132707075081,False,0.462361157382005,0.3374999999999999,0.7547422779229722,False,0.34887374353487377,0.3374999999999999,0.7236357804210485,False,1703,26,26,False,True,False,False,True,False,False,True,False,False,True,False
1,5,0.3875,0.6311485757743376,0.1875,0.1033557010501693,False,0.9787978550883546,0.012500000000000011,0.02595633480588221,True,0.4173162366753961,0.31249999999999994,0.339113741131299,False,0.5120570319490463,0.31249999999999994,0.2604733719491349,False,3678,1,1,False,True,False,True,True,True,False,True,False,False,True,False
1,6,0.5125,0.27429375178385984,0.31249999999999994,0.8498642243211424,False,0.2655352844152814,0.11249999999999993,0.8536892827344164,False,0.3690092359800077,0.1875,0.8623958280553146,False,0.23313641211785152,0.1875,0.8595889219358818,False,2298,18,18,False,True,False,False,True,False,False,True,False,False,True,False
1,7,0.7625,0.4771462400214045,0.5625,0.5825022417678031,False,0.48290163310920287,0.36249999999999993,0.5832647879725522,False,0.5661263153994807,0.0625,0.5632860068753194,False,0.487724421245182,0.0625,0.5557978032172236,False,672,96,96,False,True,False,False,True,False,False,True,False,False,True,False
1,8,0.36250000000000004,0.5384449462189022,0.16250000000000003,0.5036577886344477,False,0.5450445699645624,0.03749999999999998,0.5041535335719696,False,0.5888246729272708,0.3374999999999999,0.5007432587778993,False,0.5224400456462053,0.3374999999999999,0.5080263228514266,False,708,64,47,False,True,False,False,True,False,False,True,False,False,True,False
1,9,0.6875,0.5348721502239598,0.4875,0.5175862651992166,False,0.5256232035322113,0.2875,0.5154556750438942,False,0.6184904910045148,0.012499999999999956,0.4839588535253702,False,0.5514429051444176,0.012499999999999956,0.4880459956824821,False,675,12,40,False,True,False,False,True,False,False,True,False,False,True,False
1,10,0.9375,0.3310087491239182,0.7375,0.7782012722793616,False,0.320134876137283,0.5375,0.7849988399954955,False,0.4385303006489887,0.23750000000000004,0.7680695547543858,False,0.31200842116146577,0.23750000000000004,0.7739876722441682,False,3110,31,31,False,True,False,False,True,False,False,True,False,False,True,False
1,11,0.4625,0.4008498114075537,0.2625,0.6758535534946947,False,0.41246190868914,0.0625,0.6730340181999187,False,0.48207331299849066,0.23749999999999993,0.6942866393233331,False,0.38176825133099024,0.23749999999999993,0.6916108329530911,False,1181,5,5,False,True,False,False,True,False,False,True,False,False,True,False
1,12,0.5375000000000001,0.3376871791052938,0.3375000000000001,0.7663605238433266,False,0.347367884776851,0.13750000000000007,0.7602071827048693,False,0.4434243793281918,0.16249999999999987,0.7373672208907835,False,0.3178230571887659,0.16249999999999987,0.7648328566746497,False,1511,39,39,False,True,False,False,True,False,False,True,False,False,True,False
1,13,0.7875000000000001,0.37583945422218923,0.5875000000000001,0.7321321706715768,False,0.3797627367115214,0.38750000000000007,0.713418507068682,False,0.4842372473375228,0.08750000000000013,0.7221840437027021,False,0.37082668955252673,0.08750000000000013,0.708375442011993,False,2423,21,21,False,True,False,False,True,False,False,True,False,False,True,False
1,14,0.7125000000000001,0.3419381007176996,0.5125000000000002,0.7742114417864666,False,0.3399000631511644,0.3125000000000001,0.7625584577879675,False,0.4472293028268267,0.012500000000000178,0.7696284481962579,False,0.3198407749835288,0.012500000000000178,0.7665506277664498,False,3148,30,30,False,True,False,False,True,False,False,True,False,False,True,False
1,15,0.6875,0.36248378836131523,0.4875,0.740912390099461,False,0.35215171693956915,0.2875,0.7506405466124998,False,0.4793071415564528,0.012499999999999956,0.7149147781200242,False,0.3542159920186384,0.012499999999999956,0.7201609423743319,False,2055,10,10,False,True,False,False,True,False,False,True,False,False,True,False
1,16,0.037500000000000006,0.3060165023210637,0.1625,0.8145874158248788,False,0.2983346338078121,0.36250000000000004,0.8116014095332582,False,0.4000098681952534,0.6625,0.8251665789324175,False,0.27265834893907914,0.6625,0.8206221059411403,False,3626,44,44,False,True,False,False,True,False,False,True,False,False,True,False
1,17,0.6875,0.29941356511287476,0.4875,0.8120631426288162,False,0.2845676645074863,0.2875,0.8286550733550068,False,0.3931226403318092,0.012499999999999956,0.8300335437534111,False,0.2598530800262203,0.012499999999999956,0.8286448835457503,False,2765,16,16,False,True,False,False,True,False,False,True,False,False,True,False
1,18,0.6875,0.48061433435446654,0.4875,0.5891201549867718,False,0.46403888281410177,0.2875,0.5949411040600067,False,0.6035761186162543,0.012499999999999956,0.5461875199123782,False,0.516134127776841,0.012499999999999956,0.537303256803216,False,771,10,10,False,True,False,False,True,False,False,True,False,False,True,False
1,19,0.8125,0.39588230348536557,0.6125,0.7005931232764996,False,0.3996594584408816,0.4125,0.6971890960178074,False,0.5687316641307651,0.11250000000000004,0.6029985026582587,False,0.4261936307617449,0.11250000000000004,0.618628574931235,False,2535,29,29,False,True,False,False,True,False,False,True,False,False,True,False
1,20,0.4625,0.2737160075523106,0.2625,0.8447097036840585,False,0.2726550942535515,0.0625,0.8433857831724462,False,0.38639711809413935,0.23749999999999993,0.8382589623050408,False,0.2464877614983606,0.23749999999999993,0.8366526077451674,False,2062,33,33,False,True,False,False,True,False,False,True,False,False,True,False
1,21,0.6375,0.29034039898969355,0.43749999999999994,0.8245431133343532,False,0.2899413424769771,0.23749999999999993,0.8198088912000375,False,0.38604403242274754,0.0625,0.8457106195967371,False,0.26325925493885227,0.0625,0.8232245372541951,False,1481,17,33,False,True,False,False,True,False,False,True,False,False,True,False
1,22,0.5125,0.5028708544701781,0.31249999999999994,0.5619559304966747,False,0.4759387440381133,0.11249999999999993,0.58747322345043,False,0.5298984677317651,0.1875,0.5860231281342183,False,0.4476224827708656,0.1875,0.594249319577098,False,1089,45,45,False,True,False,False,True,False,False,True,False,False,True,False
1,23,0.7875000000000001,0.33638232166956183,0.5875000000000001,0.7771357344178609,False,0.324066812047198,0.38750000000000007,0.7753080669360243,False,0.4139571679699924,0.08750000000000013,0.7887193273637272,False,0.2860157654969022,0.08750000000000013,0.7872289055507738,False,1560,66,15,False,True,False,False,True,False,False,True,False,False,True,False
1,24,0.3375,0.37151794510481384,0.1375,0.7090279384116365,False,0.3849265076507502,0.0625,0.7040313649793444,False,0.4419378174743379,0.36249999999999993,0.7555174376264978,False,0.3366639748698601,0.36249999999999993,0.7428177034464942,False,1219,5,5,False,True,False,False,True,False,False,True,False,False,True,False
1,25,0.6875,0.361217355619328,0.4875,0.7470294206274192,False,0.37293382580254675,0.2875,0.7129102197761393,False,0.4863284508654535,0.012499999999999956,0.663446674927178,False,0.36666603698528644,0.012499999999999956,0.7013563761122357,False,973,25,25,False,True,False,False,True,False,False,True,False,False,True,False
1,26,0.9875,0.4391371224621423,0.7875000000000001,0.6498370989478583,False,0.43457657142418094,0.5875,0.6542751879278474,False,0.5099195550052386,0.2875000000000001,0.6665534524731794,False,0.40555092461407605,0.2875000000000001,0.6603219962510682,False,1883,38,38,False,True,False,False,True,False,False,True,False,False,True,False
1,27,0.8875,0.4345204396389759,0.6875,0.6630786615248806,False,0.42586648268919824,0.48749999999999993,0.6614504392647397,False,0.5032562586216311,0.1875,0.6902557296738442,False,0.3967780181554794,0.1875,0.6761903179342457,False,2345,95,95,False,True,False,False,True,False,False,True,False,False,True,False
1,28,0.7125000000000001,0.5109072456925818,0.5125000000000002,0.21748156108245187,False,0.5097347123432826,0.3125000000000001,0.21734994555384496,False,0.7190156953778348,0.012500000000000178,0.003524886262226231,False,0.9790014392526166,0.012500000000000178,0.009578859646289174,True,1583,3,3,False,False,False,False,False,False,True,True,False,True,True,True
1,29,0.7875000000000001,0.49003292005921817,0.5875000000000001,0.5595532530004259,False,0.5141064351880602,0.38750000000000007,0.5311702123888161,False,0.5368626317090461,0.08750000000000013,0.58281334872922,False,0.46019728921817327,0.08750000000000013,0.5740051715604755,False,575,29,69,False,True,False,False,True,False,False,True,False,False,True,False
1,30,0.41250000000000003,0.4054011674335931,0.21250000000000002,0.6896652919963838,False,0.40900353670801914,0.012500000000000011,0.6698536902429592,False,0.4958177229066705,0.2874999999999999,0.7088575157511178,False,0.3894950504171716,0.2874999999999999,0.6796903696915477,False,1927,21,21,False,True,False,False,True,False,False,True,False,False,True,False
1,31,0.037500000000000006,0.36919331575742886,0.1625,0.7275646652818368,False,0.35259029696409905,0.36250000000000004,0.7487625978588133,False,0.4506950220738509,0.6625,0.7204795344708269,False,0.3356136638335103,0.6625,0.7491264762442248,False,1859,59,57,False,True,False,False,True,False,False,True,False,False,True,False
1,32,0.5375000000000001,0.3093769861975436,0.3375000000000001,0.8040906435269415,False,0.29817857205263887,0.13750000000000007,0.8219369272775026,False,0.41437554543350075,0.16249999999999987,0.7827141521999352,False,0.284332600999622,0.16249999999999987,0.8084377503375391,False,2155,73,57,False,True,False,False,True,False,False,True,False,False,True,False
1,33,0.9625000000000001,0.2821930320132354,0.7625000000000002,0.8364653378071035,False,0.2814738841344743,0.5625000000000001,0.823130401312804,False,0.37703064735826797,0.2625000000000002,0.8517044422775297,False,0.24216545825557712,0.2625000000000002,0.8463199783178833,False,2138,4,4,False,True,False,False,True,False,False,True,False,False,True,False
1,34,0.6875,0.37951269083673767,0.4875,0.7170965386338412,False,0.39000366655842456,0.2875,0.7082192689388778,False,0.5073737970932343,0.012499999999999956,0.6808971077740795,False,0.39065343108651185,0.012499999999999956,0.6815530832549476,False,1197,70,70,False,True,False,False,True,False,False,True,False,False,True,False
1,35,0.6875,0.4771876510896048,0.4875,0.5954197586356827,False,0.46854635924152743,0.2875,0.5966952112561884,False,0.6211832620062361,0.012499999999999956,0.5262838538025041,False,0.5194074356471305,0.012499999999999956,0.5289059052529796,False,1359,42,42,False,True,False,False,True,False,False,True,False,False,True,False
1,36,0.8125,0.426278905909771,0.6125,0.6599249497398879,False,0.4203214785201571,0.4125,0.6742178579513055,False,0.5253946613670268,0.11250000000000004,0.6567655669402414,False,0.41271893015916183,0.11250000000000004,0.6417258091037856,False,1764,55,55,False,True,False,False,True,False,False,True,False,False,True,False
1,37,0.037500000000000006,0.35864007684996557,0.1625,0.7517888770530549,False,0.34648079571720436,0.36250000000000004,0.7551876585762164,False,0.44223639940168136,0.6625,0.7750557853799456,False,0.32833610478710173,0.6625,0.754879631703047,False,2271,15,99,False,True,False,False,True,False,False,True,False,False,True,False
1,38,0.21250000000000002,0.33570053119343346,0.012500000000000011,0.7864462122615737,False,0.30593993494256966,0.1875,0.7952467507186008,False,0.4170437133570678,0.48749999999999993,0.8150290206064745,False,0.2913734630662954,0.48749999999999993,0.7954402188497097,False,3059,95,95,False,True,False,False,True,False,False,True,False,False,True,False
1,39,0.5125,0.34861304512396807,0.31249999999999994,0.7569741694206332,False,0.3345730512902938,0.11249999999999993,0.7675968121690808,False,0.42860364424473674,0.1875,0.7724896056275831,False,0.3053450744204569,0.1875,0.7764746749043631,False,1819,45,45,False,True,False,False,True,False,False,True,False,False,True,False
1,40,0.3125,0.46573648495033715,0.11249999999999999,0.6111638901836048,False,0.494352926345743,0.08750000000000002,0.5750528644610229,False,0.5213495129230987,0.38749999999999996,0.6140410059340081,False,0.4337828819667956,0.38749999999999996,0.6216618653933025,False,1084,25,65,False,True,False,False,True,False,False,True,False,False,True,False
1,41,0.41250000000000003,0.4960286042765579,0.21250000000000002,0.5374513278489211,False,0.5611064720166835,0.012500000000000011,0.5011971202336283,False,0.5080229047305944,0.2874999999999999,0.6119040366746323,False,0.44023442438335114,0.2874999999999999,0.5996190478557687,False,627,64,64,False,True,False,False,True,False,False,True,False,False,True,False
1,42,0.6375,0.3575895120051982,0.43749999999999994,0.7499969219751731,False,0.34521372948639095,0.23749999999999993,0.7499872294743993,False,0.4359116708587307,0.0625,0.7997568667315318,False,0.32139023346498985,0.0625,0.7621383947250729,False,2445,8,8,False,True,False,False,True,False,False,True,False,False,True,False
1,43,0.3875,0.3210441511477251,0.1875,0.7845803668469422,False,0.32097640734173016,0.012500000000000011,0.7936991841211778,False,0.41174367720371874,0.31249999999999994,0.8275653459065574,False,0.2930094458731455,0.31249999999999994,0.796034586491406,False,2851,75,75,False,True,False,False,True,False,False,True,False,False,True,False
1,44,0.4375,0.4121262761345844,0.2375,0.6891933121821113,False,0.41419838706816814,0.03749999999999998,0.6839129022776627,False,0.48269143767269973,0.26249999999999996,0.6937913595139238,False,0.3755084189956299,0.26249999999999996,0.6961384773722056,False,1417,17,16,False,True,False,False,True,False,False,True,False,False,True,False
1,45,0.9875,0.4046613770363311,0.7875000000000001,0.6922616587358148,False,0.40824745775713966,0.5875,0.6859156912798637,False,0.4821385378968225,0.2875000000000001,0.7063760729622067,False,0.36954208691931445,0.2875000000000001,0.7082327214013009,False,2274,37,37,False,True,False,False,True,False,False,True,False,False,True,False
1,46,0.6125,0.408821036806005,0.41250000000000003,0.6891101565255474,False,0.41002744263130364,0.21250000000000002,0.6762452613888534,False,0.552107619486696,0.08749999999999991,0.5988164661006575,False,0.4196704952910295,0.08749999999999991,0.629047782836198,False,1735,29,29,False,True,False,False,True,False,False,True,False,False,True,False
1,47,0.5375000000000001,0.41540088111527573,0.3375000000000001,0.6627736159567423,False,0.41697706505066434,0.13750000000000007,0.6632559166577557,False,0.461028351307991,0.16249999999999987,0.7112783330506001,False,0.35748250785561575,0.16249999999999987,0.7112192931701777,False,963,60,99,False,True,False,False,True,False,False,True,False,False,True,False
1,48,0.8375000000000001,0.3612722129877384,0.6375000000000002,0.7430443511885968,False,0.3519759772261948,0.4375000000000001,0.7405462960075166,False,0.43993600914425723,0.13750000000000018,0.7381412139655124,False,0.3194668812339059,0.13750000000000018,0.7644247320141795,False,1225,50,50,False,True,False,False,True,False,False,True,False,False,True,False
1,49,0.8375000000000001,0.3625474090513463,0.6375000000000002,0.7438783503927905,False,0.35156697349513744,0.4375000000000001,0.7550059191264932,False,0.45989070144587185,0.13750000000000018,0.7520682443332547,False,0.33974056958873966,0.13750000000000018,0.744928448227584,False,2641,84,84,False,True,False,False,True,False,False,True,False,False,True,False
1,50,0.1125,0.4076132800332246,0.08750000000000001,0.6785142629950496,False,0.39929718832283456,0.28750000000000003,0.6985218492112758,False,0.46195471376851205,0.5874999999999999,0.7356017388828204,False,0.36358796980471386,0.5874999999999999,0.7200751622105118,False,1355,19,19,False,True,False,False,True,False,False,True,False,False,True,False
1,51,0.6625000000000001,0.3829048167460778,0.4625000000000001,0.7084726599608545,False,0.3866585298219578,0.26250000000000007,0.7043926033565494,False,0.4596685673598755,0.03749999999999987,0.7232283664044891,False,0.34723197258628524,0.03749999999999987,0.731809605491332,False,1346,22,22,False,True,False,False,True,False,False,True,False,False,True,False
1,52,0.0125,0.3713724714996165,0.1875,0.7326528220862422,False,0.35616163075603036,0.3875,0.7434981250943489,False,0.4626586875000128,0.6875,0.7430905793276961,False,0.3458325609927706,0.6875,0.7289358126085814,False,1345,68,68,False,True,False,False,True,False,False,True,False,False,True,False
1,53,0.037500000000000006,0.4094931502978185,0.1625,0.6511045878746219,False,0.4073195630839016,0.36250000000000004,0.6756348882583891,False,0.4852506824026407,0.6625,0.6762113264292999,False,0.38815859977271705,0.6625,0.6609434032414072,False,699,57,17,False,True,False,False,True,False,False,True,False,False,True,False
1,54,0.48750000000000004,0.30357419476686553,0.28750000000000003,0.8112092173641609,False,0.29139909094114924,0.08750000000000002,0.8158351671157441,False,0.4038921546650075,0.2124999999999999,0.8200110036679399,False,0.2728696002565423,0.2124999999999999,0.8172681511223374,False,1940,85,85,False,True,False,False,True,False,False,True,False,False,True,False
1,55,0.4625,0.5778688799753424,0.2625,0.38759984042843326,False,0.6224437226429497,0.0625,0.3237253017996916,False,0.5040462848852856,0.23749999999999993,0.4570099517894239,False,0.4984832786410649,0.23749999999999993,0.45658182990404567,False,153,47,47,False,True,False,True,True,False,False,True,False,False,False,False
1,56,0.7875000000000001,0.3360350931013807,0.5875000000000001,0.7790247146444311,False,0.3258444441188315,0.38750000000000007,0.7830871084083545,False,0.4347427220455907,0.08750000000000013,0.7650006384277864,False,0.3044971394926801,0.08750000000000013,0.7853017472805146,False,3035,56,56,False,True,False,False,True,False,False,True,False,False,True,False
1,57,0.6375,0.3271914759343182,0.43749999999999994,0.7774897066755894,False,0.32429621419683363,0.23749999999999993,0.780270764959136,False,0.4309293142913956,0.0625,0.7976230639269762,False,0.30528393962734834,0.0625,0.7745335451581793,False,2125,74,74,False,True,False,False,True,False,False,True,False,False,True,False
