latent_idx,left_mean_activation,right_mean_activation,right_selectivity,left_active_windows,right_active_windows,matched_position_bins,matched_windows_per_direction,global_place_energy_enrichment,global_decoder_center_displacement,decoder_center_displacement,place_energy_enrichment,pair_min_unit_energy_fraction,pair_known_place_energy_fraction,place_energy_fraction,global_left_mean_activation,global_right_mean_activation,global_right_selectivity,global_left_active_windows,global_right_active_windows,global_matched_position_bins,global_matched_windows_per_direction,right_selection_score,right_passes,left_selection_score,left_passes,is_directional_hit
0,0.0,0.0,0.0,0,0,8,209,0.69079167,-0.03453286250554599,0.20332437391323205,0.20484443,0.0005643119,0.14826788,0.027977703,0.004915408355692705,0.0,-0.9999999997965581,1,0,8,939,-1.0,False,-1.0,False,False
1,3.0874246743164564,3.1425167715720583,0.008843116381447122,190,205,8,209,1221.6206,-0.2935243139195136,0.0006171780753927991,1979.0752,0.00040367624,0.81002045,0.9807329,2.547780748038167,1.6911449378100447,-0.2020879519279675,653,570,8,939,-1.0,False,-1.0,False,False
2,0.0,0.0,0.0,0,0,8,209,1.5461208,0.10936112808454812,-0.1538667415183183,1.1881294,0.3796402,0.38422924,0.060522772,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
3,0.0,0.0,0.0,0,0,8,209,0.6743686,0.005234156488986952,-0.2609272007951029,0.4129996,0.004038402,0.3062121,0.027330738,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
4,0.0,0.0,0.0,0,0,8,209,1.4515511,-0.2038274076414197,-0.11177602978393669,2.3534899,0.3396691,0.8106811,0.05703192,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
5,0.0,0.0,0.0,0,0,8,209,0.095053844,-0.00022387394159661955,-0.3999686048238856,8.586574e-07,0.004510108,4.51669e-06,0.0039449525,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
6,0.0,0.0,0.0,0,0,8,209,0.19407776,-0.19981090101024343,-0.20000000000000007,0.38750547,0.4252951,0.9983251,0.008021706,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
7,0.0,0.0,0.0,0,0,8,209,1.5321884,0.06472147298749753,0.09411916466774184,1.3904324,0.19133498,0.45374072,0.06001006,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
8,3.5859428581438566,3.204725555255653,-0.05613840636599492,224,216,8,209,77.82107,-0.013461750473291872,-0.013461750473291872,155.64214,0.14599219,1.0,0.7642918,1.945005384020912,2.032855221035635,0.022084694698207567,679,676,8,939,0.0,False,0.003819387576126788,False,False
9,0.0,0.0,0.0,0,0,8,209,2.1373918,0.015839686674977704,0.10391628489286744,1.9496293,0.42515984,0.45607662,0.08177523,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
10,0.0,0.0,0.0,0,0,8,209,0.48493,0.12179691212015481,0.07498183670821779,0.94302434,0.4775341,0.97233045,0.01980524,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
11,0.0,0.0,0.0,0,0,8,209,1.3245686,0.006494085588479748,0.05514011488839887,0.9118103,0.34622315,0.34419143,0.052303687,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
12,0.0,0.0,0.0,0,0,8,209,0.57354647,0.1406636316714811,-0.0009841909072179078,0.24887188,0.058059957,0.21695878,0.023339994,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
13,0.0,0.0,0.0,0,0,8,209,0.70000476,0.028009817942706572,0.08949636231900748,0.77168113,0.30174792,0.5511971,0.02834027,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
14,0.0,0.0,0.0,0,0,8,209,0.50233126,-0.127364134354984,-0.12525394873056467,0.9984567,0.46209517,0.9938228,0.020501366,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
15,0.0,0.0,0.0,0,0,8,209,0.61739856,-1.2507798363703415e-07,0.0,0.16326076,0.0,0.13221665,0.025079768,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
16,0.0,0.0,0.0,0,0,8,209,0.9574669,0.08448818706428596,0.10854024287774161,1.5094662,0.48999766,0.78826016,0.03836395,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
17,0.0,0.0,0.0,0,0,8,209,2.1488893,-0.2710137059295863,0.16849300450261512,1.6312847,0.112780444,0.37956464,0.082178995,0.019781821578963243,0.0,-0.9999999999494487,1,0,8,939,-1.0,False,-1.0,False,False
18,0.0,0.0,0.0,0,0,8,209,1.5508226,0.35357306137766803,0.16100896777548795,1.7088882,0.37616804,0.5509618,0.060695592,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
19,0.0,0.0,0.0,0,0,8,209,0.25536478,0.05897907090770782,0.20000001300063164,0.018979317,0.15265775,0.03716119,0.010528176,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
20,0.0,0.0,0.0,0,0,8,209,0.119834684,0.0006415885673658472,0.19999978328291862,0.0007247186,0.13172424,0.0030238267,0.004968304,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
21,0.5474776601392116,0.37964207187081067,-0.1810290326842117,60,46,8,209,402.80322,2.316343417074762e-08,0.0,0.0,0.0,0.0,0.943768,3.6186705644900043,2.9707435940782103,-0.09832846362664827,670,588,8,939,-1.0,False,-1.0,False,False
22,0.0,0.0,0.0,0,0,8,209,0.81085366,0.16723613757074274,0.06443194278167341,1.0397711,0.33925623,0.6411582,0.032681417,0.0,0.0,0.0,0,0,8,939,-1.0,False,-1.0,False,False
